verticies,x,y,z
v, 1.128607, 4.225448, 0.850541
v, 1.196525, 4.127255, 0.806858
v, 1.207767, 4.162515, 0.787119
v, 1.225024, 4.123657, 0.825354
v, 1.452238, 4.044528, 0.902903
v, 1.392068, 4.084799, 0.921877
v, 1.430614, 4.052010, 0.946539
v, 1.020380, 4.154662, 0.833952
v, 1.026221, 4.163773, 0.819578
v, 1.093849, 4.127530, 0.837956
v, 1.857609, 3.614097, 0.847635
v, 1.838043, 3.585539, 0.843252
v, 1.861785, 3.551789, 0.802060
v, 1.753270, 3.548340, 0.834994
v, 1.742189, 3.580335, 0.858905
v, 1.717753, 3.544516, 0.848229
v, 1.254091, 3.873105, 0.902429
v, 1.236535, 3.819384, 0.916789
v, 1.225512, 3.744462, 0.956026
v, 1.147233, 3.980030, 0.864066
v, 1.207499, 4.005747, 0.821642
v, 1.137151, 3.952481, 0.831591
v, 1.069859, 4.086828, 0.863373
v, 1.014289, 4.091777, 0.892127
v, 1.032848, 4.015527, 0.850240
v, 1.043933, 3.951860, 0.825622
v, 0.986931, 4.038884, 0.891766
v, 1.067304, 4.063848, 0.888188
v, 1.230184, 4.083755, 0.839373
v, 1.222013, 4.113441, 0.856302
v, 1.081091, 4.049030, 0.849675
v, 1.164194, 4.021500, 0.855811
v, 1.115271, 4.013813, 0.872589
v, 1.308860, 3.803160, 1.037422
v, 1.251002, 3.768319, 1.026722
v, 0.872513, 3.836804, 0.990862
v, 1.107988, 3.800879, 0.896382
v, 1.202984, 3.841474, 0.876307
v, 1.169388, 3.767642, 0.933759
v, 0.959704, 3.789653, 0.953400
v, 0.912218, 3.768790, 1.002400
v, 0.954975, 3.776510, 0.919877
v, 1.069991, 3.985394, 0.837732
v, 0.731573, 3.645873, 0.828900
v, 0.991241, 3.828377, 0.931447
v, 1.008455, 3.784191, 0.975423
v, 0.978837, 3.817110, 0.953001
v, 0.821777, 3.815678, 0.957575
v, 1.088873, 4.191401, 0.833608
v, 0.847892, 3.940095, 1.037037
v, 0.827603, 3.874791, 0.990678
v, 0.867619, 3.785137, 0.898933
v, 0.706491, 3.807691, 1.041355
v, 0.711557, 3.771481, 0.980131
v, 0.617460, 3.745718, 0.906624
v, 0.640848, 3.772182, 0.891254
v, 0.961292, 3.756667, 1.212842
v, 0.892537, 3.778525, 1.116474
v, 0.973187, 3.756138, 1.117838
v, 0.939285, 3.867095, 1.029682
v, 0.900003, 3.867825, 1.030168
v, 0.899199, 3.752922, 0.948260
v, 1.086460, 3.875914, 0.885126
v, 0.911592, 4.119389, 1.083279
v, 0.891731, 4.127407, 1.106686
v, 0.919783, 4.182104, 1.095676
v, 0.673690, 4.074240, 1.015845
v, 0.715218, 3.988620, 1.115423
v, 0.694677, 4.017628, 1.151750
v, 0.951905, 4.224010, 1.272235
v, 0.931039, 4.236408, 1.328674
v, 0.927281, 4.209637, 1.362709
v, 0.988581, 4.156331, 1.300156
v, 0.954513, 4.152067, 1.300795
v, 0.970991, 4.131754, 1.300582
v, 0.889223, 4.004689, 0.996679
v, 0.898431, 3.982029, 0.975107
v, 0.857115, 3.976746, 1.039915
v, 0.872227, 4.023971, 1.047359
v, 0.769359, 4.030823, 1.208987
v, 0.889816, 4.062916, 1.041244
v, 0.630234, 4.047457, 1.035839
v, 0.625171, 4.026434, 1.005768
v, 0.590837, 4.030407, 1.073856
v, 0.936777, 4.152519, 1.044593
v, 0.917995, 4.103661, 1.031892
v, 0.878700, 4.080382, 1.057391
v, 0.655945, 4.080111, 1.085041
v, 0.706579, 4.106202, 1.103331
v, 0.725236, 4.123368, 1.188092
v, 0.711793, 4.096618, 1.247138
v, 0.741692, 4.125032, 1.235992
v, 0.926474, 4.075611, 0.912951
v, 0.681082, 4.087738, 1.134674
v, 0.743935, 4.142720, 1.143579
v, 1.051427, 4.190636, 0.849526
v, 1.087491, 4.268705, 1.077196
v, 1.092184, 4.261933, 1.104483
v, 1.151753, 4.267283, 1.065600
v, 1.009150, 4.144433, 0.879358
v, 1.017377, 4.178926, 0.891817
v, 0.970204, 4.325421, 0.992101
v, 0.940870, 4.277101, 1.027483
v, 1.247983, 4.295237, 1.169305
v, 1.219315, 4.286715, 1.209771
v, 1.277796, 4.268670, 1.188617
v, 0.993380, 4.239408, 0.942140
v, 1.084202, 4.240464, 0.845833
v, 1.053803, 4.210463, 0.894522
v, 0.988424, 4.121184, 0.897462
v, 1.043549, 4.200421, 0.918073
v, 1.089390, 4.181078, 0.922859
v, 1.115257, 4.154413, 0.905628
v, 0.813920, 4.183050, 1.133014
v, 0.778836, 4.168886, 1.161986
v, 0.818720, 4.174717, 1.192081
v, 1.206738, 4.125608, 0.895660
v, 1.175067, 4.166291, 0.927150
v, 1.081746, 4.319187, 0.991812
v, 1.142932, 4.277630, 1.014487
v, 1.150808, 4.207255, 0.985737
v, 1.168503, 4.250409, 1.025623
v, 1.188553, 4.221320, 1.005754
v, 1.139058, 4.210096, 0.945442
v, 1.115024, 4.251806, 0.949620
v, 0.670720, 3.911592, 1.126800
v, 0.749689, 3.937025, 1.180026
v, 0.710031, 3.958738, 1.122133
v, 0.940426, 4.328265, 1.129030
v, 0.909364, 4.286687, 1.078975
v, 0.896519, 4.354679, 1.109932
v, 0.922021, 4.318969, 1.048809
v, 0.940303, 4.220443, 1.048899
v, 0.951082, 4.231930, 0.980063
v, 0.849449, 4.173093, 1.151272
v, 0.945604, 4.314656, 1.084239
v, 1.044063, 4.290759, 1.093381
v, 0.930514, 4.128722, 1.330242
v, 0.929643, 4.167260, 1.385980
v, 0.951829, 4.141472, 1.399872
v, 0.888266, 4.224978, 1.400160
v, 0.883973, 4.201285, 1.315680
v, 1.060340, 4.307383, 1.173914
v, 0.858127, 4.197513, 1.333661
v, 0.834680, 4.169315, 1.287215
v, 0.837806, 4.168158, 1.330632
v, 0.853881, 4.184153, 1.260858
v, 0.933333, 4.408213, 1.121946
v, 0.968099, 4.397653, 1.079132
v, 0.962285, 4.395312, 1.052603
v, 0.979718, 4.251374, 1.245732
v, 0.977269, 4.294209, 1.211558
v, 0.951449, 4.253451, 1.212496
v, 0.997273, 4.317309, 1.194401
v, 0.939964, 4.380538, 1.076208
v, 0.896891, 4.388473, 1.131495
v, 1.187191, 4.295818, 1.186508
v, 1.126151, 4.281996, 1.151920
v, 1.117700, 4.300944, 1.205507
v, 1.264166, 4.243959, 1.270081
v, 1.320926, 4.196196, 1.288932
v, 1.334317, 4.225432, 1.252163
v, 1.189733, 4.300948, 1.255257
v, 1.260826, 4.296252, 1.138132
v, 1.200273, 4.295684, 1.143962
v, 1.383537, 4.174253, 1.026726
v, 1.407515, 4.144662, 0.996817
v, 1.103218, 4.240424, 1.294046
v, 1.062063, 4.273835, 1.252278
v, 1.002576, 4.240164, 1.257775
v, 1.318729, 4.167485, 1.302361
v, 1.249869, 4.209286, 1.302479
v, 1.382160, 4.210999, 1.219351
v, 1.370812, 4.227023, 1.212381
v, 1.280232, 4.246615, 1.218760
v, 1.223273, 4.266093, 1.256305
v, 0.707400, 3.893973, 1.141951
v, 1.114264, 3.927433, 1.393982
v, 1.095337, 3.887474, 1.367234
v, 1.192112, 4.140419, 1.339259
v, 1.161989, 4.171491, 1.363937
v, 1.100623, 4.091961, 1.408961
v, 1.041748, 4.190155, 1.292924
v, 1.043671, 4.124879, 1.342222
v, 1.074251, 4.170187, 1.312171
v, 1.026016, 3.996657, 1.401487
v, 0.994282, 4.002192, 1.457327
v, 1.000339, 3.960845, 1.430199
v, 0.995712, 4.051398, 1.459950
v, 0.988522, 4.112168, 1.439439
v, 0.963287, 4.093393, 1.468826
v, 1.008575, 4.081368, 1.413352
v, 1.025954, 4.053903, 1.415730
v, 1.057799, 3.977422, 1.371431
v, 1.060906, 4.032773, 1.361004
v, 0.996671, 4.130758, 1.326193
v, 1.010435, 4.125746, 1.372682
v, 1.130306, 4.198674, 1.290320
v, 0.840915, 3.903133, 1.285345
v, 0.826581, 3.842024, 1.225943
v, 1.146332, 3.806924, 1.217770
v, 1.144873, 3.840250, 1.252424
v, 1.096679, 3.785554, 1.275729
v, 0.768341, 4.089688, 1.243702
v, 0.813548, 4.034965, 1.278758
v, 0.983136, 3.867254, 1.388545
v, 1.014363, 3.902234, 1.382497
v, 0.985213, 3.899617, 1.403144
v, 1.104699, 3.958332, 1.362462
v, 1.117085, 4.008504, 1.349010
v, 1.065998, 3.716767, 1.096288
v, 1.032074, 3.734392, 1.081477
v, 1.054280, 3.753453, 1.008273
v, 0.946082, 3.865266, 1.379388
v, 0.983021, 3.956493, 1.435202
v, 0.950670, 4.004536, 1.441668
v, 1.017420, 3.742034, 1.307826
v, 0.994306, 3.785126, 1.332431
v, 0.949410, 3.783908, 1.311860
v, 1.029214, 3.721025, 1.251262
v, 1.059460, 3.697143, 1.248056
v, 1.079712, 3.921020, 1.385557
v, 1.034299, 3.873483, 1.372662
v, 0.901697, 3.922825, 1.382733
v, 1.151320, 3.963306, 1.412389
v, 1.181758, 4.017099, 1.410894
v, 1.168892, 4.033674, 1.396470
v, 1.188267, 3.986870, 1.413108
v, 1.179944, 3.838268, 1.205121
v, 1.270047, 3.882507, 1.209200
v, 1.195410, 3.864651, 1.232953
v, 0.707022, 3.623542, 0.784787
v, 1.127693, 4.264795, 1.271986
v, 1.667165, 3.570232, 0.809509
v, 1.621436, 3.524750, 0.786500
v, 1.641152, 3.526291, 0.808728
v, 1.399754, 3.944010, 1.016000
v, 1.409525, 3.919289, 1.067175
v, 1.432652, 3.918463, 1.019810
v, 1.227998, 3.654334, 1.120785
v, 1.247242, 3.685701, 1.126910
v, 1.204732, 3.694639, 1.144419
v, 1.000713, 3.919353, 1.394571
v, 1.023006, 3.944140, 1.364360
v, 1.227869, 3.785635, 1.167272
v, 1.261131, 3.845618, 1.184980
v, 1.188287, 3.806531, 1.186277
v, 0.957202, 4.193088, 1.261607
v, 1.359448, 4.124020, 1.282209
v, 1.278670, 4.080809, 1.288133
v, 1.276747, 3.917920, 1.281614
v, 1.304328, 3.971118, 1.314052
v, 1.231602, 3.926401, 1.316159
v, 1.267569, 4.015980, 1.338543
v, 1.237966, 3.981453, 1.348452
v, 1.357823, 4.183140, 1.269819
v, 1.390138, 4.165697, 1.186932
v, 1.419386, 4.121366, 1.164344
v, 0.930399, 4.195114, 1.390284
v, 0.919516, 4.184236, 1.436808
v, 1.222870, 4.108134, 1.333823
v, 1.227954, 3.967716, 1.405630
v, 1.231016, 3.952605, 1.361164
v, 1.383260, 4.071801, 1.282444
v, 1.331088, 4.042023, 1.317066
v, 1.332889, 3.825529, 1.007329
v, 1.379401, 3.866610, 1.081221
v, 1.770693, 3.691268, 0.903452
v, 1.808765, 3.659590, 0.898497
v, 1.802951, 3.719433, 0.905590
v, 1.828830, 3.737434, 0.889111
v, 1.821095, 3.745204, 0.927522
v, 1.328403, 3.959291, 1.230353
v, 1.350313, 3.988993, 1.215878
v, 1.333563, 3.986732, 1.286508
v, 1.749672, 3.691665, 0.889851
v, 1.734342, 3.679245, 0.846412
v, 1.698595, 3.650414, 0.870911
v, 1.856230, 3.587390, 0.809645
v, 1.849938, 3.536303, 0.761783
v, 1.812285, 3.600788, 0.776939
v, 1.691747, 3.391702, 0.774959
v, 1.659792, 3.353033, 0.763240
v, 1.686661, 3.394869, 0.710863
v, 1.224153, 3.723179, 1.022074
v, 1.242608, 3.766854, 0.987499
v, 1.773567, 3.673966, 0.815606
v, 1.731799, 3.614516, 0.771937
v, 1.689455, 3.642168, 0.849594
v, 1.437401, 4.081581, 1.033687
v, 1.384893, 4.016749, 1.018006
v, 1.391821, 4.060250, 0.974959
v, 1.447706, 4.078738, 1.092722
v, 1.414918, 4.149725, 1.092463
v, 1.423754, 4.087614, 1.140211
v, 1.403146, 4.205355, 1.112113
v, 1.345931, 4.258694, 1.095744
v, 1.333326, 4.254112, 1.122851
v, 1.377731, 4.221621, 1.155399
v, 1.441494, 4.036857, 1.125444
v, 1.297672, 4.294057, 1.127236
v, 1.832308, 3.530206, 0.801213
v, 1.739630, 3.494910, 0.801223
v, 1.790484, 3.563453, 0.719631
v, 1.801203, 3.504808, 0.724735
v, 1.798032, 3.550704, 0.750406
v, 1.450520, 3.170599, 0.646069
v, 1.446216, 3.183331, 0.609086
v, 1.485502, 3.182334, 0.643031
v, 1.246522, 3.920666, 1.384924
v, 1.245952, 3.947673, 1.431316
v, 1.405360, 3.119308, 0.609585
v, 1.784725, 3.601213, 0.872087
v, 1.819474, 3.594517, 0.866699
v, 1.422504, 3.229554, 0.623547
v, 1.420762, 3.286285, 0.605820
v, 1.418548, 3.254384, 0.577297
v, 1.136225, 3.029786, 0.468159
v, 1.138774, 3.062745, 0.505338
v, 1.218873, 3.104975, 0.520374
v, 1.237129, 3.159194, 0.538723
v, 1.301241, 3.190982, 0.549927
v, 1.262129, 3.131209, 0.510888
v, 1.156902, 3.050387, 0.522341
v, 1.212220, 3.031091, 0.539250
v, 1.201688, 3.075840, 0.526364
v, 1.204083, 2.969212, 0.402375
v, 1.275881, 3.005196, 0.450724
v, 1.213264, 2.957570, 0.426030
v, 1.378240, 3.111211, 0.599311
v, 1.324265, 3.097867, 0.574439
v, 1.368925, 3.081037, 0.566312
v, 1.318298, 3.054121, 0.552875
v, 1.327961, 3.034808, 0.531933
v, 1.310686, 3.073094, 0.453073
v, 1.265781, 3.045658, 0.425891
v, 1.270464, 3.085948, 0.453210
v, 1.584300, 3.284414, 0.760784
v, 1.577681, 3.268343, 0.694104
v, 1.591549, 3.289712, 0.729963
v, 1.374561, 3.175977, 0.606824
v, 1.415040, 3.167521, 0.633136
v, 1.475935, 3.314008, 0.602758
v, 1.575345, 3.368580, 0.611916
v, 1.522732, 3.308483, 0.578126
v, 1.511532, 3.251898, 0.711149
v, 1.478207, 3.274884, 0.703998
v, 1.460694, 3.205096, 0.669672
v, 1.614608, 3.333424, 0.707110
v, 1.640822, 3.358129, 0.621791
v, 1.671206, 3.393049, 0.635871
v, 1.365570, 3.137763, 0.602037
v, 1.319315, 3.153332, 0.580319
v, 1.411364, 3.101869, 0.551558
v, 1.388429, 3.124747, 0.536914
v, 1.436095, 3.167854, 0.561492
v, 1.359230, 3.210181, 0.570130
v, 1.249028, 2.952068, 0.439829
v, 1.315228, 3.009128, 0.482663
v, 1.360775, 3.141551, 0.479873
v, 1.283624, 3.749605, 0.301514
v, 1.585407, 3.314635, 0.597785
v, 0.910490, 3.389581, 0.086397
v, 0.863978, 3.314346, 0.056233
v, 0.897248, 3.347552, 0.090652
v, 1.511355, 3.251250, 0.567323
v, 1.452679, 3.257399, 0.549006
v, 1.457330, 3.315866, 0.661550
v, 1.483358, 3.314936, 0.713208
v, 1.492093, 3.337765, 0.703693
v, 1.496060, 3.195491, 0.674493
v, 1.841472, 3.718971, 0.898676
v, 1.638892, 3.472746, 0.798547
v, 1.692974, 3.551680, 0.846302
v, 1.004039, 3.284588, 0.099542
v, 0.997755, 3.202918, 0.038507
v, 1.047295, 3.322854, 0.085747
v, 0.983853, 3.310211, 0.113102
v, 1.055077, 3.385767, 0.127279
v, 1.019214, 3.239168, -0.002641
v, 1.093037, 3.347532, 0.054323
v, 1.319561, 3.051926, 0.479271
v, 0.939900, 3.354887, -0.462619
v, 0.904698, 3.361429, -0.485567
v, 1.038776, 3.380294, -0.073775
v, 0.978792, 3.282970, -0.115029
v, 0.999756, 3.329193, -0.062431
v, 0.995056, 3.275515, -0.138084
v, 1.049076, 3.330963, -0.108153
v, 1.050688, 3.286604, -0.102477
v, 0.991254, 2.791420, 0.268495
v, 0.900913, 2.707936, 0.237494
v, 0.970949, 3.170925, -0.066849
v, 0.982213, 3.168944, -0.111665
v, 1.036812, 3.251437, -0.066621
v, 0.292335, 2.376832, 0.330502
v, 0.283376, 2.356461, 0.304195
v, 0.275575, 2.404092, 0.334136
v, 0.871751, 3.333325, 0.039652
v, 0.817606, 3.227847, 0.057869
v, 0.762116, 3.166741, 0.031158
v, 0.706658, 3.056434, 0.020455
v, 0.747451, 3.093960, 0.061096
v, 1.162541, 3.006143, 0.526252
v, 1.121670, 3.044379, 0.530690
v, 1.080726, 2.985723, 0.517992
v, 1.056717, 3.000437, 0.500598
v, 0.981826, 2.941880, 0.485063
v, 0.904992, 3.396982, 0.045588
v, 0.926253, 3.433059, 0.033486
v, 1.115192, 2.897413, 0.339152
v, 1.156984, 2.902572, 0.385040
v, 1.077758, 2.841557, 0.346903
v, 1.080787, 2.821769, 0.398107
v, 1.122587, 2.826264, 0.363423
v, 1.161579, 2.880240, 0.403598
v, 1.152026, 2.922122, 0.465885
v, 1.202915, 2.928875, 0.415535
v, 1.183550, 2.890786, 0.383736
v, 0.748792, 3.066145, 0.074437
v, 0.812846, 3.038925, 0.071981
v, 0.821696, 3.087362, 0.085217
v, 0.791270, 3.111329, 0.081903
v, 0.800130, 3.235133, 0.021803
v, 0.771539, 2.970541, 0.038708
v, 0.726725, 2.929106, 0.019672
v, 0.774439, 2.929654, 0.020698
v, 0.599775, 2.457844, 0.167186
v, 0.578570, 2.487695, 0.170071
v, 0.662593, 2.548703, 0.169617
v, 0.656120, 2.467661, 0.173885
v, 1.081523, 2.941465, 0.352266
v, 0.952332, 2.889643, 0.372145
v, 0.983594, 2.925250, 0.428828
v, 0.835525, 2.880429, -0.085315
v, 0.879229, 2.983863, -0.037322
v, 0.800438, 2.880160, -0.010673
v, 0.974150, 3.146905, -0.025292
v, 0.942017, 3.111185, 0.019502
v, 0.652868, 2.439303, 0.196652
v, 0.614057, 2.398968, 0.173574
v, 0.531648, 2.503886, 0.166332
v, 0.495195, 2.552086, 0.157633
v, 0.572723, 2.543932, 0.164900
v, 0.414172, 1.858001, 0.004181
v, 0.397933, 1.796332, 0.112973
v, 0.579372, 2.380836, 0.219957
v, 0.593393, 2.381933, 0.148411
v, 0.328438, 3.149288, 0.100267
v, 0.292327, 3.164054, 0.134034
v, 0.279712, 3.115957, 0.128778
v, 0.720609, 2.734153, 0.258725
v, 0.673932, 2.720177, 0.335072
v, 0.711971, 2.743880, 0.325348
v, 0.576236, 2.613592, 0.317721
v, 0.664896, 2.586492, 0.313556
v, 0.633060, 2.621280, 0.329907
v, 0.971033, 2.900644, 0.480620
v, 0.903271, 2.849661, 0.476820
v, 0.943998, 2.799531, 0.439865
v, 0.543176, 2.355136, 0.235813
v, 0.557466, 2.330428, 0.158258
v, 0.741121, 2.537635, 0.260296
v, 0.720191, 2.497329, 0.229948
v, 0.761213, 2.550831, 0.232766
v, 0.550773, 1.112181, 0.215433
v, 0.544230, 1.006948, 0.248277
v, 0.575525, 1.065291, 0.174064
v, 0.471934, 1.636857, 0.258239
v, 0.495472, 1.668909, 0.164420
v, 0.448741, 1.703128, 0.190721
v, 0.552757, 1.409134, 0.179924
v, 0.554618, 1.339175, 0.157351
v, 0.555144, 1.393401, 0.135800
v, 0.516269, 2.303311, 0.144165
v, 0.784773, 2.793069, 0.439184
v, 0.823682, 2.814050, 0.450620
v, 0.792959, 2.826827, 0.444229
v, 0.596683, 2.659677, 0.333593
v, 0.507390, 2.608550, 0.299270
v, 0.746143, 2.640798, 0.163704
v, 0.782893, 2.614097, 0.198360
v, 0.709389, 2.589542, 0.177491
v, 0.863149, 2.854351, 0.470849
v, 0.896142, 2.879050, 0.488025
v, 0.886162, 2.896305, 0.465405
v, 0.986486, 2.735661, 0.292216
v, 0.741032, 2.770928, 0.403749
v, 0.704340, 2.676513, 0.362499
v, 0.737771, 2.627429, 0.336448
v, 0.773068, 2.697416, 0.384200
v, 1.037575, 2.750551, 0.327806
v, 1.048239, 2.805104, 0.318459
v, 0.446789, 1.104905, 0.378942
v, 0.476509, 1.139741, 0.341754
v, 0.380172, 1.155639, 0.395782
v, 0.388048, 1.096791, 0.413253
v, 0.288780, 1.118498, 0.476524
v, 0.353075, 1.164699, 0.441897
v, 0.299535, 1.195529, 0.476543
v, 0.365143, 1.002537, 0.412315
v, 0.438596, 1.035600, 0.385521
v, 0.498975, 1.172990, 0.312042
v, 0.544708, 1.200374, 0.228958
v, 0.495817, 1.264283, 0.281254
v, 0.309132, 1.310588, 0.478488
v, 0.351717, 1.249079, 0.444376
v, 0.399170, 1.343513, 0.413174
v, 0.122200, 1.373541, 0.546892
v, 0.255693, 1.335548, 0.494878
v, 0.217967, 1.429436, 0.515768
v, 0.366253, 3.329834, 0.450826
v, 0.373534, 3.299864, 0.402645
v, 0.404335, 3.211171, 0.396619
v, 0.337142, 3.027785, 0.384608
v, 0.314057, 3.027254, 0.448736
v, 0.319178, 2.978969, 0.393381
v, 0.552974, 2.657436, 0.306445
v, 0.281137, 2.265549, 0.314803
v, 0.285871, 2.311438, 0.311330
v, 0.248612, 2.293031, 0.341760
v, 0.401291, 1.629564, 0.356519
v, 0.391048, 1.503612, 0.404740
v, 0.558504, 2.558757, 0.290005
v, 0.521776, 2.580436, 0.303412
v, 0.514045, 2.512491, 0.271844
v, 0.365919, 3.218638, 0.371348
v, 0.405935, 3.289485, 0.394359
v, 0.432173, 3.336392, 0.516737
v, 0.435138, 3.365382, 0.477502
v, 0.462992, 3.387249, 0.540779
v, 0.337996, 3.319122, 0.488913
v, 0.319451, 3.269092, 0.478252
v, 0.284075, 3.306399, 0.485479
v, 0.453495, 3.401142, 0.600708
v, 0.410065, 3.441788, 0.483360
v, 0.437527, 3.422186, 0.479433
v, 0.356898, 3.373810, 0.482891
v, 0.441131, 3.457229, 0.480690
v, 0.457954, 3.478433, 0.502723
v, 0.248999, 3.448178, 0.599203
v, 0.292784, 3.153585, 0.337911
v, 0.271367, 3.103262, 0.304284
v, 0.262951, 3.133173, 0.320496
v, 0.275234, 1.534603, 0.473009
v, 0.259016, 1.588539, 0.439317
v, 0.807439, 2.840818, 0.431622
v, 0.240987, 3.112545, 0.554358
v, 0.281839, 3.086969, 0.518651
v, 0.291348, 3.166615, 0.561335
v, 1.242710, 3.066388, 0.547901
v, 0.211840, 2.845006, 0.548586
v, 0.209144, 2.833937, 0.583209
v, 0.220986, 2.798402, 0.580817
v, 0.344242, 3.225944, 0.549857
v, 0.262841, 3.214844, 0.610755
v, 0.059994, 2.707510, 0.621989
v, 0.041338, 2.684840, 0.591339
v, 0.183640, 2.876300, 0.630163
v, 0.150297, 2.809333, 0.631049
v, 0.011213, 2.977823, 0.639037
v, -0.017578, 2.937832, 0.601505
v, 0.012330, 2.883051, 0.608761
v, 0.335261, 3.116599, 0.477475
v, -0.173649, 3.189854, 0.566979
v, -0.129372, 3.192470, 0.550351
v, 0.344431, 3.249259, 0.401590
v, 0.391263, 3.337074, 0.605370
v, 0.191244, 3.326201, 0.762896
v, 0.226466, 3.359375, 0.739795
v, 0.201106, 3.370245, 0.761448
v, 0.126154, 3.153329, 0.736333
v, 0.056236, 3.188711, 0.735278
v, 0.021562, 3.170145, 0.678673
v, 0.163270, 3.487276, 0.854320
v, 0.158581, 3.525637, 0.846512
v, 0.159754, 3.516547, 0.885581
v, 0.140654, 3.468019, 0.876882
v, 0.155213, 3.412191, 0.843317
v, 0.169178, 3.515830, 0.928738
v, 0.182675, 3.247037, 0.491221
v, 0.229156, 3.328284, 0.517950
v, 0.251588, 3.289250, 0.492311
v, 0.258440, 3.241988, 0.484554
v, -0.215297, 3.718122, 0.538912
v, -0.234319, 3.758767, 0.485260
v, -0.018838, 3.255994, 0.705122
v, 0.010718, 3.207323, 0.654928
v, 0.001347, 3.217609, 0.716593
v, 0.180196, 3.092635, 0.705250
v, 0.163670, 3.055901, 0.648168
v, 0.163686, 3.135736, 0.657004
v, 0.185902, 2.983926, 0.669196
v, 0.169703, 2.940574, 0.637192
v, 0.188071, 2.983209, 0.625005
v, -0.050491, 3.252676, 0.451409
v, -0.087381, 3.230980, 0.521274
v, 0.225792, 2.773247, 0.515575
v, 0.246855, 2.788117, 0.488299
v, 0.223288, 2.796083, 0.509881
v, 0.169015, 3.038389, 0.617256
v, 0.166240, 3.064140, 0.612268
v, 0.006895, 3.112851, 0.575581
v, 0.149123, 2.917901, 0.652158
v, 0.175861, 2.965045, 0.685121
v, 0.194132, 2.773799, 0.609994
v, 0.221072, 3.048979, 0.567790
v, -0.001143, 3.022728, 0.628311
v, 0.002076, 1.564875, 0.541690
v, 0.237348, 2.547556, 0.312677
v, 0.231884, 2.540307, 0.362981
v, 0.159363, 1.209105, 0.537084
v, 0.201423, 1.220979, 0.506376
v, 0.326100, 1.526483, 0.447649
v, 0.301605, 1.460753, 0.478262
v, 0.210182, 1.273008, 0.506601
v, 0.289509, 1.238066, 0.474504
v, 0.197343, 2.759488, 0.432224
v, 0.218903, 2.721596, 0.427796
v, 0.216479, 2.753602, 0.395522
v, 0.086447, 1.200033, 0.551701
v, 0.336233, 1.373924, 0.456134
v, 0.010791, 1.111516, 0.550765
v, -0.047739, 1.077343, 0.545850
v, -0.001445, 1.063332, 0.555219
v, 0.138828, 1.288985, 0.535859
v, 0.180892, 1.329170, 0.529617
v, -0.050475, 2.343038, 0.440391
v, -0.080797, 2.314971, 0.440079
v, -0.041177, 2.281939, 0.429666
v, 0.167536, 1.618596, 0.468275
v, 0.171908, 2.442741, 0.475060
v, 0.120729, 1.454896, 0.540653
v, 0.127781, 0.915208, 0.550000
v, -0.027506, 0.916769, 0.561426
v, 0.072537, 1.379028, 0.552933
v, 0.180562, 1.087122, 0.514552
v, 0.188994, 0.953109, 0.491303
v, 0.264029, 0.983576, 0.470781
v, 0.222099, 1.009184, 0.490172
v, 0.203058, 1.524063, 0.513450
v, 0.303982, 1.696423, 0.372807
v, 0.346145, 1.611829, 0.411713
v, 0.415916, 1.668230, 0.307534
v, 0.279718, 1.657917, 0.428388
v, 0.081657, 1.688176, 0.449909
v, 0.198431, 1.676880, 0.444323
v, 0.203630, 1.187262, 0.491414
v, 0.162613, 1.719812, 0.410859
v, 0.116005, 1.776016, 0.384790
v, 0.106894, 1.737603, 0.405462
v, 0.269173, 2.462472, 0.338563
v, 0.250150, 2.498004, 0.374124
v, -0.025070, 3.042323, 0.377191
v, -0.044112, 3.061767, 0.400076
v, 0.199355, 2.311930, 0.416424
v, 0.064153, 2.270209, 0.423649
v, 0.063753, 2.181067, 0.367381
v, 0.128237, 2.280229, 0.418419
v, 0.244449, 2.740899, 0.448762
v, 0.234771, 2.697725, 0.401298
v, 0.120262, 2.456632, 0.483609
v, 0.045769, 2.446832, 0.472810
v, 0.104758, 2.375942, 0.450595
v, 0.209627, 2.732394, 0.569795
v, 0.211913, 2.718170, 0.549232
v, 0.269779, 3.170566, 0.400928
v, 0.227437, 3.135111, 0.392706
v, 0.190192, 2.834828, 0.451028
v, 0.220227, 2.904995, 0.444174
v, -0.059593, 2.896057, 0.564211
v, 0.111355, 2.764335, 0.634326
v, 0.201207, 3.151131, 0.433309
v, 0.149855, 3.141585, 0.448013
v, 0.181936, 3.187023, 0.469355
v, 0.028787, 3.048081, 0.505903
v, -0.010255, 2.978735, 0.491299
v, 0.000132, 3.030501, 0.541857
v, 0.056504, 2.603288, 0.526581
v, 0.034797, 2.558281, 0.502813
v, 0.076797, 2.570656, 0.521954
v, 0.230964, 2.637108, 0.484816
v, 0.215779, 2.563552, 0.450552
v, 0.245452, 2.657766, 0.415795
v, 0.250935, 2.858814, 0.284961
v, 0.210970, 2.805283, 0.255014
v, 0.238965, 2.856440, 0.257120
v, 0.306691, 2.922611, 0.352898
v, 0.301023, 2.943884, 0.379055
v, 0.331774, 3.196826, 0.359147
v, 0.294021, 2.862001, 0.306914
v, 0.265948, 2.769584, 0.359938
v, 0.251171, 2.790085, 0.306579
v, 0.288118, 2.203302, 0.287401
v, 0.311984, 2.896243, 0.340602
v, 0.300741, 2.921339, 0.326656
v, 0.149314, 2.045500, 0.358601
v, 0.111044, 1.993535, 0.409781
v, 0.172536, 1.981352, 0.380116
