verticies,x,y,z
v, -0.418691, 3.926387, 0.448224
v, -0.067749, 3.760248, 0.522135
v, -0.418991, 3.441975, 0.608276
v, -0.459708, 3.447822, 0.617744
v, -0.305298, 4.005926, 0.498584
v, -0.501752, 4.155782, 0.062226
v, -0.479364, 4.116472, 0.106676
v, -0.509151, 4.137219, 0.147572
v, -0.651130, 3.686480, 0.470955
v, -0.691002, 3.680325, 0.440096
v, -0.641812, 3.667980, 0.420974
v, -0.502310, 4.058928, 0.242207
v, -0.533617, 4.032594, 0.246257
v, -0.556723, 4.057902, 0.241314
v, -0.603898, 4.004963, 0.174549
v, -0.619279, 4.027236, 0.115089
v, -0.609929, 4.058454, 0.126122
v, -0.427492, 3.880964, 0.398372
v, -0.405607, 3.818294, 0.345609
v, -0.471653, 3.660120, 0.290089
v, -0.257355, 3.690691, 0.504253
v, -0.296374, 3.665065, 0.469969
v, -0.290774, 3.629267, 0.480044
v, -0.519158, 3.929785, 0.315178
v, -0.564788, 3.888180, 0.309015
v, -0.570082, 3.919154, 0.275144
v, -0.517434, 3.817021, 0.345351
v, -0.494386, 3.851175, 0.407880
v, -0.463929, 3.799908, 0.384411
v, -0.456855, 3.914022, 0.492653
v, -0.447555, 3.914856, 0.456848
v, -0.460367, 3.934358, 0.473202
v, -0.566214, 4.091429, 0.208199
v, -0.532243, 4.101345, 0.215606
v, -0.573019, 4.042916, 0.212172
v, -0.561586, 3.977153, 0.241236
v, -0.529583, 3.881513, 0.385213
v, -0.548009, 3.873449, 0.339342
v, -0.517616, 3.911126, 0.352793
v, -0.597747, 3.728919, 0.308161
v, -0.635363, 3.758253, 0.275389
v, -0.626564, 3.813733, 0.269201
v, -0.381865, 4.169496, -0.033920
v, -0.790878, 3.855014, 0.594986
v, -0.770754, 3.831270, 0.620725
v, -0.757120, 3.886506, 0.629063
v, -0.688828, 3.806038, 0.227774
v, -0.658699, 3.856479, 0.228080
v, -0.421932, 4.003093, 0.561071
v, -0.425326, 4.008901, 0.604487
v, -0.417529, 3.788950, 0.305081
v, -0.541301, 3.668650, 0.412721
v, -0.504477, 3.703872, 0.479350
v, -0.490785, 3.987140, 0.293037
v, -0.445883, 3.839604, 0.404863
v, -0.442633, 3.907164, 0.425892
v, -0.425380, 3.938922, 0.414154
v, -0.389015, 3.903908, 0.366037
v, -0.428957, 4.001073, 0.530821
v, -0.436531, 3.966404, 0.476770
v, -0.587699, 4.361802, 0.151248
v, -0.586176, 4.309381, 0.192419
v, -0.749887, 4.409396, 0.222680
v, -0.690129, 4.423125, 0.257854
v, -0.545573, 4.472243, 0.098768
v, -0.526783, 4.432806, 0.041034
v, -0.551209, 4.435193, 0.098706
v, -0.301411, 4.526203, 0.391455
v, -0.340677, 4.556599, 0.419295
v, -0.351331, 4.407794, 0.459082
v, -0.318972, 4.470063, 0.491515
v, -0.347288, 4.417397, 0.491001
v, -0.613733, 4.485962, 0.412713
v, -0.574468, 4.525734, 0.367450
v, -0.619853, 4.483239, 0.336700
v, -0.439614, 4.576676, 0.391083
v, -0.497953, 4.558815, 0.403917
v, -0.451386, 4.579857, 0.424993
v, -0.412519, 4.571075, 0.453427
v, -0.340838, 4.569396, 0.481941
v, -0.487944, 4.669570, 0.554959
v, -0.438243, 4.653100, 0.557731
v, -0.533112, 4.561360, 0.214100
v, -0.499291, 4.583153, 0.193369
v, -0.540996, 4.532686, 0.294510
v, -0.542192, 4.565339, 0.338534
v, -0.514093, 4.581513, 0.268827
v, -0.605430, 4.474884, 0.146704
v, -0.586252, 4.483278, 0.202830
v, -0.556410, 4.554348, 0.418590
v, -0.524142, 4.570434, 0.363600
v, -0.773833, 4.406606, 0.141141
v, -0.733704, 4.412231, 0.141616
v, -0.608903, 4.641857, 0.473590
v, -0.571579, 4.670409, 0.525164
v, -0.826085, 4.537328, 0.622699
v, -0.882787, 4.506570, 0.638315
v, -0.834252, 4.525657, 0.681768
v, -0.657988, 4.587889, 0.492908
v, -0.711549, 4.597073, 0.545459
v, -0.670801, 4.621056, 0.530204
v, -0.666091, 4.522303, 0.531898
v, -0.620812, 4.539410, 0.510300
v, -0.579176, 4.730396, 0.701366
v, -0.570482, 4.732093, 0.741117
v, -0.551079, 4.709324, 0.734502
v, -0.670253, 4.659239, 0.659691
v, -0.692885, 4.646332, 0.697672
v, -0.636232, 4.696529, 0.716044
v, -0.475998, 4.704609, 0.748104
v, -0.448914, 4.705322, 0.789974
v, -0.429806, 4.681604, 0.715726
v, -0.601775, 4.700027, 0.666466
v, -0.604261, 4.705062, 0.619802
v, -0.642893, 4.650764, 0.587374
v, -0.416059, 4.668227, 0.605201
v, -0.606654, 4.676104, 0.553294
v, -0.510674, 4.681187, 0.550381
v, -0.509898, 4.742908, 0.786844
v, -0.681237, 4.650951, 0.810449
v, -0.667612, 4.684466, 0.808347
v, -0.514419, 4.675005, 0.923938
v, -0.532456, 4.689516, 0.864484
v, -0.556073, 4.673233, 0.908687
v, -0.780968, 4.558787, 0.633782
v, -0.755130, 4.592749, 0.655403
v, -0.742343, 4.592428, 0.591115
v, -0.454188, 4.698975, 0.856254
v, -0.388679, 4.694878, 0.868981
v, -0.341245, 4.595338, 0.981308
v, -0.321202, 4.567497, 0.965071
v, -0.293492, 4.571397, 0.947303
v, -0.328364, 4.567782, 1.052837
v, -0.376898, 4.580215, 1.061361
v, -0.541286, 4.645191, 1.000099
v, -0.502980, 4.615129, 1.090735
v, -0.465694, 4.626167, 1.020152
v, -0.406688, 4.532353, 1.107501
v, -0.389351, 4.572091, 1.102302
v, -0.458350, 4.550529, 1.095427
v, -0.714813, 4.626441, 0.744790
v, -0.599007, 4.654863, 0.951217
v, -0.662039, 4.696760, 0.903380
v, -0.638725, 4.675995, 0.968643
v, -0.532698, 4.051354, 1.662617
v, -0.542676, 4.096442, 1.690961
v, -0.560369, 4.055196, 1.688661
v, -0.652411, 4.276277, 0.917615
v, -0.617329, 4.303826, 0.962369
v, -0.634225, 4.319342, 0.970016
v, -0.420319, 4.596536, 1.057426
v, -0.439059, 4.584053, 1.079930
v, -0.584942, 4.666411, 1.003855
v, -0.493962, 4.688865, 0.900608
v, -0.482474, 4.710382, 0.832529
v, -0.225126, 4.582400, 0.909506
v, -0.249021, 4.534757, 0.879228
v, -0.251839, 4.477033, 0.855929
v, -0.306179, 4.441173, 0.885580
v, -0.719686, 4.502641, 0.542571
v, -0.687987, 4.481275, 0.517288
v, -0.342222, 4.182118, 0.777254
v, -0.297479, 4.224669, 0.712644
v, -0.266769, 4.268229, 0.754102
v, -0.654280, 4.428061, 0.478341
v, -0.681315, 4.419012, 0.512632
v, -0.381459, 4.223775, 0.906128
v, -0.409243, 4.190380, 0.942988
v, -0.387772, 4.195682, 0.897295
v, -0.806335, 4.518754, 0.896324
v, -0.787680, 4.469878, 0.850449
v, -0.701209, 4.415866, 0.931871
v, -0.739649, 4.434356, 0.882839
v, -0.541002, 3.970843, 1.564476
v, -0.565289, 3.938605, 1.518216
v, -0.529550, 3.907732, 1.499901
v, -0.430080, 4.368015, 0.985869
v, -0.432255, 4.361113, 1.039724
v, -0.468443, 4.327395, 0.969882
v, -0.432506, 4.464224, 1.044795
v, -0.455703, 4.433082, 1.041340
v, -0.438409, 4.458406, 0.979076
v, -0.392649, 4.483794, 0.973659
v, -0.393500, 4.501053, 1.020408
v, -0.451830, 3.605304, 1.189454
v, -0.467479, 3.618309, 1.232416
v, -0.436435, 3.668857, 1.128619
v, -0.454480, 3.683404, 1.119835
v, -0.462724, 3.689936, 1.148285
v, -0.548045, 3.620405, 0.715945
v, -0.560199, 3.618243, 0.668936
v, -0.569922, 3.632807, 0.702583
v, -0.522775, 3.625557, 0.683637
v, -0.524006, 4.061083, 0.732537
v, -0.582446, 4.037290, 0.693768
v, -0.527789, 4.020675, 0.705388
v, -0.562369, 4.087294, 0.751455
v, -0.539478, 3.813112, 0.704786
v, -0.580714, 3.776190, 0.721678
v, -0.515892, 3.781498, 0.689757
v, -0.627357, 3.790054, 0.717851
v, -0.637628, 3.739426, 0.714456
v, -0.647675, 3.685365, 0.531971
v, -0.660807, 3.720912, 0.574608
v, -0.684565, 3.741872, 0.573041
v, -0.579220, 3.823251, 0.702855
v, -0.512439, 3.865753, 0.703999
v, -0.512559, 3.919866, 0.707980
v, -0.515219, 4.108116, 0.800990
v, -0.482535, 4.111527, 0.801632
v, -0.480395, 4.135355, 0.869634
v, -0.493113, 4.051316, 0.717830
v, -0.488263, 4.021146, 0.684916
v, -0.457460, 4.120668, 0.706299
v, -0.498375, 4.079658, 0.741433
v, -0.486708, 4.078504, 0.698320
v, -0.476665, 3.897944, 0.699795
v, -0.472451, 3.916649, 0.664465
v, -0.483841, 3.938213, 0.697972
v, -0.460670, 3.891455, 0.608937
v, -0.461400, 3.867984, 0.516134
v, -0.510529, 3.649080, 0.651157
v, -0.437279, 3.801016, 0.320152
v, -0.573212, 3.989223, 0.693919
v, -0.433095, 3.880504, 0.672937
v, -0.488682, 3.926137, 0.394851
v, -0.359773, 4.192877, 0.708309
v, -0.434346, 4.159801, 0.703776
v, -0.391717, 4.158992, 0.683136
v, -0.632105, 3.986750, 0.679892
v, -0.650565, 3.488370, 0.367161
v, -0.671185, 3.713291, 0.597194
v, -0.643861, 3.703185, 0.590101
v, -0.666051, 3.762475, 0.719998
v, -0.479068, 3.797217, 0.316489
v, -0.835471, 4.298412, 0.693779
v, -0.534787, 3.679270, 0.546223
v, -0.474170, 3.531328, 0.439772
v, -0.429953, 3.533630, 0.433140
v, -0.445746, 3.579725, 0.433473
v, -0.620676, 3.669800, 0.391471
v, -0.650164, 3.639380, 0.365920
v, -0.695782, 3.662314, 0.240541
v, -0.725034, 3.624606, 0.214186
v, -0.732672, 3.677841, 0.237496
v, -0.913791, 3.716706, 0.327296
v, -0.929134, 3.691355, 0.347436
v, -0.933618, 3.741995, 0.339752
v, -0.659134, 3.634473, 0.717388
v, -0.688958, 3.684613, 0.678169
v, -0.724667, 3.795919, 0.221215
v, -0.764850, 3.786323, 0.226393
v, -0.791609, 3.803408, 0.231405
v, -0.848436, 4.027493, 0.519169
v, -0.898837, 4.020689, 0.444098
v, -0.869131, 3.994358, 0.502268
v, -0.952929, 4.408561, 0.352471
v, -0.908913, 4.418305, 0.296829
v, -0.927023, 4.451812, 0.260327
v, -0.470969, 4.598211, 0.334956
v, -1.079362, 4.487878, 0.438607
v, -1.039712, 4.466833, 0.478675
v, -1.020407, 4.468578, 0.438887
v, -0.685112, 4.414783, 0.445211
v, -0.665732, 4.413203, 0.477972
v, -0.659510, 4.477366, 0.483772
v, -0.637011, 4.467377, 0.438082
v, -0.773922, 3.930540, 0.601989
v, -0.709907, 3.925467, 0.644307
v, -0.695283, 3.882454, 0.663897
v, -0.676591, 3.904738, 0.681899
v, -0.774599, 4.427627, 0.466642
v, -0.763883, 4.423549, 0.375985
v, -0.799162, 4.429182, 0.403754
v, -0.896667, 4.100961, 0.495302
v, -0.828816, 4.066974, 0.548997
v, -0.844292, 4.116167, 0.561594
v, -0.862251, 4.394300, 0.204198
v, -0.898321, 4.420158, 0.263742
v, -0.852971, 4.416879, 0.303163
v, -0.952544, 4.468627, 0.321578
v, -1.034964, 4.479986, 0.405120
v, -0.986187, 4.464677, 0.356900
v, -0.927914, 3.856024, 0.323311
v, -0.901871, 3.838801, 0.313295
v, -0.933885, 3.834507, 0.336933
v, -0.989954, 4.164324, 0.522309
v, -0.929572, 4.186323, 0.581065
v, -0.873518, 4.246623, 0.598632
v, -0.835037, 4.178770, 0.622115
v, -0.825267, 4.234307, 0.677777
v, -0.939612, 4.134628, 0.524025
v, -0.700064, 3.630441, 0.395969
v, -0.668650, 3.599599, 0.368424
v, -0.784718, 3.805102, 0.582167
v, -0.865905, 3.626822, 0.362318
v, -0.924136, 3.648177, 0.350886
v, -0.852258, 3.570194, 0.350272
v, -0.997709, 3.692655, 0.258159
v, -1.015116, 3.673991, 0.232270
v, -0.987879, 3.638226, 0.276058
v, -0.973299, 3.747878, 0.312408
v, -0.968021, 3.737065, 0.332309
v, -0.893726, 3.704010, 0.420933
v, -0.769461, 3.786532, 0.641527
v, -0.749679, 3.835648, 0.643320
v, -0.854151, 3.741408, 0.510434
v, -0.833284, 3.838372, 0.547014
v, -0.900066, 3.819876, 0.478253
v, -0.860636, 3.897923, 0.544553
v, -0.718246, 3.750436, 0.565350
v, -0.711128, 3.736551, 0.604953
v, -0.699911, 3.694787, 0.614080
v, -0.665977, 3.652090, 0.568347
v, -0.729898, 3.660367, 0.604408
v, -0.672560, 3.562654, 0.379200
v, -0.815081, 3.778979, 0.541532
v, -0.764401, 3.764078, 0.552803
v, -0.720765, 3.730342, 0.648739
v, -0.741655, 3.759731, 0.646571
v, -0.717969, 3.792794, 0.671255
v, -0.635258, 3.841937, 0.713613
v, -0.649299, 3.857356, 0.685701
v, -0.586569, 3.626276, 1.100044
v, -0.609170, 3.837118, 0.698862
v, -0.650922, 3.881026, 0.677685
v, -0.604484, 3.878999, 0.676031
v, -0.660400, 3.912233, 0.721295
v, -0.638717, 3.918750, 0.683471
v, -0.482028, 3.701153, 1.132443
v, -0.548698, 3.665154, 1.100176
v, -0.748951, 3.770663, 0.593172
v, -0.559505, 3.622017, 1.253742
v, -0.641984, 3.686928, 0.713045
v, -0.603206, 3.648476, 0.768507
v, -0.579773, 3.687652, 0.745100
v, -0.591443, 3.676403, 1.222150
v, -0.587033, 3.719434, 1.238243
v, -0.587851, 3.727847, 1.196504
v, -0.579838, 3.611038, 1.178559
v, -0.565009, 3.651185, 1.188840
v, -0.640841, 3.408074, 0.838146
v, -0.686150, 3.731215, 0.693732
v, -0.945223, 3.811341, 0.428762
v, -0.624925, 3.824598, 1.293103
v, -0.605161, 3.793341, 1.229639
v, -0.596137, 3.787603, 1.281831
v, -0.464173, 3.710948, 1.175524
v, -0.507008, 3.741028, 1.188420
v, -0.825682, 3.950064, 0.561137
v, -0.922714, 3.564179, 0.319680
v, -0.991014, 3.601826, 0.292376
v, -0.965413, 3.580390, 0.273492
v, -0.974946, 4.412759, 0.476897
v, -0.934552, 4.416622, 0.509809
v, -0.913828, 4.404676, 0.434464
v, -0.795390, 3.992778, 0.576250
v, -0.814194, 4.010248, 0.541412
v, -0.967214, 3.938052, 0.271109
v, -0.907457, 3.926558, 0.223774
v, -0.927615, 3.896182, 0.283401
v, -1.044215, 4.133749, 0.503831
v, -0.874692, 4.406034, 0.374456
v, -0.809549, 4.419578, 0.332977
v, -1.256007, 4.274159, 0.644604
v, -1.174505, 4.325089, 0.735598
v, -1.299746, 4.314657, 0.701161
v, -0.764682, 4.489035, 0.545461
v, -0.735253, 4.430899, 0.538202
v, -0.744108, 4.423847, 0.521397
v, -0.803130, 4.452183, 0.506614
v, -1.000243, 4.390937, 0.449158
v, -1.006410, 4.444724, 0.484263
v, -1.001864, 4.300214, 0.537936
v, -0.961905, 4.352733, 0.586210
v, -1.003360, 4.354389, 0.559382
v, -1.024623, 4.264696, 0.508908
v, -0.642417, 4.350973, 0.979936
v, -0.613165, 4.423076, 1.005609
v, -0.674076, 4.383667, 0.950248
v, -0.568646, 4.282704, 0.938688
v, -0.558736, 3.757103, 1.164819
v, -0.570155, 3.761633, 1.214823
v, -0.493127, 3.879654, 1.271004
v, -0.578083, 3.900656, 1.280583
v, -0.480532, 3.891772, 1.289510
v, -0.891906, 4.351545, 0.649578
v, -1.045253, 4.373315, 0.636783
v, -1.080818, 4.313773, 0.570121
v, -1.064857, 4.320653, 0.527272
v, -1.025072, 4.372403, 0.579141
v, -1.096864, 4.174662, 0.503153
v, -1.066508, 4.152914, 0.524700
v, -1.406330, 4.399590, 0.663268
v, -1.084509, 4.119350, 0.534753
v, -1.113713, 4.162575, 0.550434
v, -1.040897, 4.085827, 0.462815
v, -1.067382, 4.023277, 0.383719
v, -1.005769, 4.058969, 0.409872
v, -1.102391, 4.267645, 0.557500
v, -1.108117, 4.231036, 0.535252
v, -1.096822, 4.235744, 0.504926
v, -1.094536, 4.217879, 0.590272
v, -1.088612, 4.249117, 0.641402
v, -1.095400, 4.215933, 0.638273
v, -1.260213, 4.145509, 0.562563
v, -1.230186, 4.123996, 0.566733
v, -1.198230, 4.167935, 0.596059
v, -1.108899, 4.177496, 0.606119
v, -1.131584, 4.155523, 0.607456
v, -1.260224, 4.101347, 0.542263
v, -1.242171, 4.078747, 0.539874
v, -1.213779, 4.074412, 0.610028
v, -1.161656, 3.932792, 0.264570
v, -1.100960, 3.905316, 0.263557
v, -1.078676, 3.939840, 0.305674
v, -0.609108, 3.870154, 1.276104
v, -0.598411, 3.935196, 1.319101
v, -0.520647, 3.843310, 1.436495
v, -0.514960, 3.906327, 1.450098
v, -0.540614, 3.895190, 1.479679
v, -0.522456, 4.110962, 1.610646
v, -0.609811, 4.048056, 1.417459
v, -0.601446, 4.061295, 1.491986
v, -0.582978, 4.099264, 1.475500
v, -0.589529, 3.920796, 1.386532
v, -0.606756, 3.892488, 1.369780
v, -0.599207, 3.959685, 1.369272
v, -0.611732, 3.880445, 1.309848
v, -0.607575, 3.840226, 1.389488
v, -0.598394, 3.769352, 1.347500
v, -0.598290, 3.750442, 1.310301
v, -0.579089, 3.742498, 1.349832
v, -0.537974, 3.766203, 1.203176
v, -0.513969, 3.772319, 1.239757
v, -0.505651, 3.817460, 1.262771
v, -0.491009, 3.700179, 1.343185
v, -0.476694, 3.675354, 1.307076
v, -0.476815, 3.713122, 1.341571
v, -0.492713, 3.809290, 1.355071
v, -0.470625, 3.756197, 1.358353
v, -0.479282, 3.918680, 1.314061
v, -0.493547, 3.859133, 1.328752
v, -0.521322, 3.782484, 1.398887
v, -0.491188, 3.744503, 1.376410
v, -0.512404, 3.818984, 1.393801
v, -0.526175, 3.991012, 1.337913
v, -0.571004, 3.997241, 1.343537
v, -0.532356, 4.013473, 1.362992
v, -0.593518, 3.994000, 1.374554
v, -0.600182, 3.961565, 1.415034
v, -0.598725, 4.076631, 1.610075
v, -0.590292, 4.017856, 1.553219
v, -0.580847, 4.063401, 1.653961
v, -0.500205, 3.957370, 1.370668
v, -0.505409, 3.945645, 1.331379
v, -0.574074, 3.968872, 1.514720
v, -0.593039, 3.982337, 1.448120
v, -0.598781, 4.115170, 1.586750
v, -0.611063, 4.139481, 1.620790
v, -0.579267, 4.100819, 1.518166
v, -0.536013, 4.156803, 1.712325
v, -0.528984, 4.163139, 1.681731
v, -0.560095, 4.166925, 1.649827
v, -0.585559, 4.158015, 1.589409
v, -0.541776, 4.153158, 1.588436
v, -0.568901, 4.138498, 1.561901
v, -0.566067, 3.808389, 1.406730
v, -0.519870, 3.735652, 1.388455
v, -0.577643, 4.019355, 1.388276
v, -0.604315, 4.027713, 1.507564
v, -1.149179, 4.361650, 0.801598
v, -1.246660, 4.356894, 0.767595
v, -1.218620, 4.335901, 0.752499
v, -0.697610, 4.559252, 1.003467
v, -0.672317, 4.587382, 0.975295
v, -0.681815, 4.615629, 1.005744
v, -0.927591, 4.454023, 0.702862
v, -0.874868, 4.445671, 0.707576
v, -0.899840, 4.478100, 0.720668
v, -0.667647, 4.563728, 1.006209
v, -0.539916, 4.555283, 1.081524
v, -0.466581, 4.595252, 1.116319
v, -0.591910, 4.718483, 0.855210
v, -0.711580, 4.520112, 0.989817
v, -1.198703, 4.421916, 0.805409
v, -1.276095, 4.438799, 0.727349
v, -1.200368, 4.495997, 0.654727
v, -1.234774, 4.468871, 0.663891
v, -1.187954, 4.380253, 0.819836
v, -1.111051, 4.367078, 0.801848
v, -1.112479, 4.384976, 0.846969
v, -1.093440, 4.481579, 0.707022
v, -1.122915, 4.500793, 0.707892
v, -0.858815, 4.541399, 0.803748
v, -0.877300, 4.513339, 0.748179
v, -0.857773, 4.504524, 0.783810
v, -0.926903, 4.481688, 0.689461
v, -0.934667, 4.400985, 0.635719
v, -0.837686, 4.416865, 0.703216
v, -1.115685, 4.333239, 0.731702
v, -1.083139, 4.318776, 0.660160
v, -1.062677, 4.373283, 0.723073
v, -1.114875, 4.278523, 0.671824
v, -0.791372, 4.367785, 0.761826
v, -0.798853, 4.431186, 0.779536
v, -0.805371, 4.417741, 0.734827
v, -0.912042, 4.480404, 0.625753
v, -0.915546, 4.493929, 0.663618
v, -0.759566, 4.524677, 0.581059
v, -0.696753, 4.629964, 0.605945
v, -0.826712, 4.554541, 0.697748
v, -0.745135, 4.594204, 0.752782
v, -0.805791, 4.560125, 0.674681
v, -0.743582, 4.575768, 0.974006
v, -0.776726, 4.616719, 0.935452
v, -0.758460, 4.615138, 0.893911
v, -0.748076, 4.597093, 0.889962
v, -0.803912, 4.585847, 0.863398
v, -0.755245, 4.596709, 0.859976
v, -0.834530, 4.570248, 0.792623
v, -0.688610, 4.689019, 1.011900
v, -0.730342, 4.644163, 0.977551
v, -0.701267, 4.652369, 1.009760
v, -0.867642, 4.565287, 0.806630
v, -0.852736, 4.569827, 0.852033
v, -0.851697, 4.526222, 0.856385
v, -1.111764, 4.523967, 0.366037
v, -1.054834, 4.496888, 0.364315
v, -0.996165, 4.410789, 0.420935
v, -0.939950, 4.405952, 0.603081
v, -1.248515, 4.429524, 0.776434
v, -1.271887, 4.391763, 0.766356
v, -1.197094, 4.403134, 0.822735
v, -1.085041, 4.285258, 0.626464
v, -1.252527, 4.442493, 0.625105
v, -1.239077, 4.460286, 0.572818
v, -1.274633, 4.424067, 0.587399
v, -1.435584, 4.378921, 0.656209
v, -1.482753, 4.365905, 0.625897
v, -1.110356, 4.504948, 0.442716
v, -1.105348, 4.469069, 0.473226
v, -1.085669, 4.511131, 0.618217
v, -1.148838, 4.469331, 0.587192
v, -1.153485, 4.492602, 0.608644
v, -1.112325, 4.435863, 0.710119
v, -1.087389, 4.481647, 0.592365
v, -1.291076, 4.434525, 0.686533
v, -1.302250, 4.411925, 0.625322
v, -1.337885, 4.415045, 0.683387
v, -1.389498, 4.411173, 0.523912
v, -1.463989, 4.400040, 0.474213
v, -1.441772, 4.347005, 0.562122
v, -1.165596, 4.513088, 0.664859
v, -1.087508, 4.514844, 0.640985
v, -1.154841, 4.518310, 0.619651
v, -1.185452, 4.250696, 0.646485
v, -1.500824, 4.433938, 0.237082
v, -1.488604, 4.333004, 0.514346
v, -1.589630, 4.338696, 0.493516
v, -1.525549, 4.338934, 0.540262
v, -1.553060, 4.476568, 0.394551
v, -1.560172, 4.493885, 0.347810
v, -1.520425, 4.417484, 0.388370
v, -1.497972, 4.467829, 0.315631
v, -1.540327, 4.516945, 0.314752
v, -1.322674, 4.401959, 0.726389
v, -1.493539, 4.482509, 0.408318
v, -1.473387, 4.523079, 0.385884
v, -1.638945, 4.315874, 0.470540
v, -1.630465, 4.351316, 0.425971
v, -1.634649, 4.343712, 0.388931
v, -1.520999, 4.242288, 0.408262
v, -1.544650, 4.244706, 0.344785
v, -1.529052, 4.176501, 0.361790
v, -1.561859, 4.329319, 0.585068
v, -1.522685, 4.324714, 0.615811
v, -1.519611, 4.351864, 0.597286
v, -1.598194, 4.335840, 0.349777
v, -1.580536, 4.334434, 0.316836
v, -1.498854, 4.093699, 0.305112
v, -1.462557, 4.056568, 0.294676
v, -1.450186, 4.082580, 0.364930
v, -1.526759, 4.211855, 0.420934
v, -1.553303, 4.346412, 0.456356
v, -1.483074, 4.354280, 0.481201
v, -1.468897, 4.436719, 0.426543
v, -1.345884, 4.472074, 0.508324
v, -1.400655, 4.497831, 0.459541
v, -1.413140, 4.439299, 0.480130
v, -1.566807, 4.288610, 0.413142
v, -1.524574, 4.374829, 0.401130
v, -1.578418, 4.363131, 0.366043
v, -1.622620, 4.295739, 0.499859
v, -1.534237, 4.268064, 0.477312
v, -1.516200, 4.260414, 0.514961
v, -1.531858, 4.290341, 0.572662
v, -1.589712, 4.298654, 0.544400
v, -1.336490, 4.304998, 0.680964
v, -1.334758, 4.352522, 0.709778
v, -1.168943, 3.380214, 0.757997
v, -1.103885, 3.319622, 0.710431
v, -1.098056, 3.373868, 0.762699
v, -0.968463, 3.167907, 0.633059
v, -1.364494, 4.128635, 0.550252
v, -1.302709, 4.116863, 0.535649
v, -1.363217, 4.167819, 0.575247
v, -1.568326, 4.191817, 0.257222
v, -1.516734, 4.138670, 0.276611
v, -1.510898, 4.161174, 0.307676
v, -1.242135, 4.034595, 0.493026
v, -1.326177, 4.035734, 0.452948
v, -1.275266, 3.988811, 0.439930
v, -1.507715, 4.145804, 0.410208
v, -1.530865, 4.130298, 0.365038
v, -1.472100, 4.133199, 0.197444
v, -1.465240, 4.079399, 0.228435
v, -1.511775, 4.130650, 0.228037
v, -1.488593, 4.156869, 0.353432
v, -1.515305, 4.194943, 0.308595
v, -1.383586, 4.101491, 0.474489
v, -1.409637, 4.059677, 0.409981
v, -1.166159, 4.012774, 0.388266
v, -1.184076, 3.988601, 0.322007
v, -1.143333, 4.012649, 0.373839
v, -1.501855, 4.219447, 0.479219
v, -1.250702, 4.008687, 0.143072
v, -1.289406, 3.980917, 0.176847
v, -1.307925, 4.028731, 0.135343
v, -0.973568, 3.623255, 0.318541
v, -1.132051, 4.435614, 0.095239
v, -1.099888, 4.431695, 0.114116
v, -1.132629, 4.383626, 0.065898
v, -1.430615, 4.086399, 0.180437
v, -1.455701, 4.159460, 0.142313
v, -1.397701, 4.074773, 0.152750
v, -1.362027, 4.008150, 0.212974
v, -1.459665, 4.185360, 0.518342
v, -1.468588, 4.249776, 0.575540
v, -1.248904, 4.540157, 0.200235
v, -1.297773, 4.514820, 0.173778
v, -1.302853, 4.529024, 0.251091
v, -1.251281, 4.581175, 0.298150
v, -1.181214, 4.528443, 0.464209
v, -1.231953, 4.512370, 0.476743
v, -1.164089, 4.480206, 0.498059
v, -1.333215, 4.554968, 0.350982
v, -1.373753, 4.554160, 0.401402
v, -1.375794, 4.534420, 0.337607
v, -1.403428, 4.539571, 0.422958
v, -1.462115, 4.526999, 0.363383
v, -1.236222, 4.483169, 0.508345
v, -1.503478, 4.349762, 0.324290
v, -1.520633, 4.184061, 0.225046
v, -1.486614, 4.202916, 0.206351
v, -1.532198, 4.234070, 0.244263
v, -1.504046, 4.254947, 0.201480
v, -1.489787, 4.530019, 0.216348
v, -1.492457, 4.481050, 0.174053
v, -1.510041, 4.495382, 0.249180
v, -1.457946, 4.500889, 0.417567
v, -1.396189, 4.515480, 0.348145
v, -1.388179, 4.534379, 0.279960
v, -1.373976, 4.525177, 0.222856
v, -1.418355, 4.534572, 0.177668
v, -1.102605, 4.310625, 0.050029
v, -1.053968, 4.323746, 0.093641
v, -1.057896, 4.263874, 0.077703
v, -1.368899, 4.510253, 0.129239
v, -1.411323, 4.510764, 0.115219
v, -1.466407, 4.318251, 0.203097
v, -1.468120, 4.247390, 0.172531
v, -1.406961, 3.009622, -0.015546
v, -1.498213, 3.023772, 0.014806
v, -1.446639, 3.028865, 0.018250
v, -1.387558, 4.476795, 0.045111
v, -1.418012, 4.473827, 0.072744
v, -1.303276, 4.104088, 0.013962
v, -1.281041, 4.148698, 0.007555
v, -1.258654, 4.117691, 0.035610
v, -1.469586, 4.323104, 0.083195
v, -1.469038, 4.213592, 0.098960
v, -1.452679, 4.186389, 0.091086
v, -1.413714, 4.158123, 0.046478
v, -1.287656, 4.001057, 0.358483
v, -1.338926, 4.001123, 0.305672
v, -1.284042, 3.994157, 0.276453
v, -1.452333, 4.387177, 0.043502
v, -1.361791, 4.303327, 0.041258
v, -1.451875, 4.333660, 0.053139
v, -1.601942, 3.024645, 0.084044
v, -1.539468, 2.994834, 0.044617
v, -1.613285, 2.973000, 0.063165
v, -1.341018, 2.968339, -0.041836
v, -1.423010, 2.951987, -0.014589
v, -1.566122, 3.049847, 0.106314
v, -1.530576, 3.033086, 0.041864
v, -1.392507, 3.000776, 0.056214
v, -1.333104, 2.991895, 0.004787
