what,x,y,z
v,-0.036729,-0.168717,-0.3674
v,-0.040454,-0.174642,-0.37073
v,-0.032775,-0.169993,-0.369891
v,-0.062883,-0.226467,-0.378258
v,-0.062336,-0.223688,-0.377766
v,-0.061396,-0.223961,-0.375084
v,-0.105112,-0.187421,-0.379685
v,-0.101882,-0.1888,-0.383409
v,-0.105853,-0.18894,-0.381267
v,-0.071783,-0.219814,-0.370308
v,-0.075922,-0.222499,-0.371285
v,-0.073508,-0.218748,-0.367044
v,-0.178114,-0.181845,-0.358751
v,-0.177576,-0.180948,-0.362512
v,-0.175141,-0.179184,-0.360716
v,-0.12705,-0.189607,-0.380975
v,-0.124603,-0.1885,-0.381712
v,-0.12423,-0.192233,-0.384521
v,-0.12955,-0.212079,-0.391841
v,-0.131399,-0.215233,-0.394589
v,-0.130891,-0.216732,-0.391518
v,-0.106046,-0.247731,-0.385428
v,-0.106782,-0.252092,-0.387756
v,-0.104393,-0.245776,-0.388176
v,-0.116109,-0.228903,-0.42631
v,-0.115066,-0.234275,-0.425156
v,-0.109155,-0.302376,-0.385605
v,-0.112835,-0.306519,-0.385154
v,-0.110876,-0.307939,-0.384841
v,-0.119215,-0.347343,-0.384205
v,-0.119199,-0.344147,-0.384656
v,-0.123328,-0.345383,-0.38583
v,-0.096124,-0.190519,-0.382679
v,-0.099434,-0.190884,-0.379127
v,-0.097077,-0.195431,-0.382487
v,-0.101245,-0.265521,-0.392449
v,-0.102253,-0.269072,-0.394435
v,-0.097734,-0.265686,-0.39415
v,-0.092292,-0.283348,-0.396348
v,-0.086045,-0.283348,-0.400334
v,-0.085161,-0.280141,-0.400369
v,-0.104094,-0.263941,-0.392414
v,-0.110104,-0.266968,-0.395405
v,-0.106719,-0.270765,-0.39592
v,-0.080984,-0.244155,-0.390674
v,-0.079449,-0.250812,-0.39201
v,-0.082495,-0.247655,-0.392364
v,-0.091752,-0.309335,-0.384658
v,-0.089691,-0.318821,-0.384901
v,-0.085199,-0.307609,-0.388122
v,-0.097108,-0.31806,-0.382292
v,-0.087194,-0.266042,-0.402939
v,-0.087682,-0.27178,-0.403363
v,-0.09073,-0.269412,-0.40516
v,-0.091239,-0.275831,-0.392827
v,-0.098831,-0.277711,-0.391741
v,-0.094417,-0.279729,-0.394148
v,-0.080089,-0.255567,-0.391733
v,-0.084169,-0.254983,-0.389464
v,-0.085144,-0.258991,-0.39288
v,-0.08361,-0.311728,-0.388863
v,-0.082334,-0.312415,-0.391049
v,-0.080513,-0.307129,-0.391927
v,-0.08488,-0.263453,-0.399258
v,-0.086097,-0.264336,-0.397565
v,-0.087355,-0.269982,-0.401307
v,-0.095947,-0.176612,-0.39825
v,-0.095669,-0.17537,-0.401296
v,-0.09566,-0.178595,-0.400837
v,-0.100135,-0.197247,-0.397529
v,-0.09695,-0.196698,-0.399592
v,-0.099928,-0.195929,-0.399665
v,-0.112594,-0.211187,-0.380163
v,-0.11338,-0.21554,-0.382379
v,-0.110719,-0.211793,-0.383791
v,-0.106939,-0.195903,-0.398122
v,-0.104521,-0.195979,-0.395382
v,-0.102357,-0.196721,-0.398297
v,-0.116646,-0.233034,-0.428255
v,-0.109577,-0.244993,-0.385786
v,-0.112709,-0.247873,-0.386904
v,-0.089356,-0.275075,-0.3943
v,-0.094938,-0.270851,-0.396258
v,-0.128021,-0.280495,-0.401924
v,-0.123013,-0.274655,-0.396458
v,-0.129055,-0.276199,-0.402545
v,-0.110514,-0.256747,-0.412185
v,-0.111006,-0.259665,-0.413044
v,-0.112223,-0.257662,-0.415428
v,-0.147191,-0.331018,-0.42259
v,-0.147215,-0.33682,-0.421222
v,-0.145977,-0.331452,-0.416779
v,-0.096446,-0.234828,-0.405327
v,-0.095883,-0.238768,-0.408026
v,-0.095532,-0.235869,-0.407483
v,-0.10943,-0.20269,-0.413813
v,-0.11047,-0.204084,-0.416649
v,-0.112207,-0.201807,-0.418951
v,-0.100176,-0.204675,-0.393267
v,-0.102074,-0.209395,-0.396967
v,-0.101847,-0.205743,-0.397507
v,-0.110386,-0.195875,-0.397833
v,-0.108818,-0.195943,-0.399483
v,-0.111776,-0.197307,-0.400479
v,-0.084161,-0.181577,-0.422287
v,-0.089474,-0.180334,-0.424058
v,-0.085916,-0.18763,-0.423113
v,-0.049805,-0.184413,-0.426397
v,-0.051987,-0.183287,-0.430039
v,-0.050612,-0.179806,-0.426935
v,-0.101738,-0.208966,-0.409989
v,-0.1021,-0.206135,-0.410555
v,-0.10046,-0.205291,-0.410594
v,-0.088635,-0.215555,-0.423467
v,-0.089287,-0.218666,-0.424426
v,-0.084366,-0.215768,-0.421847
v,-0.080553,-0.185341,-0.423527
v,-0.082228,-0.182314,-0.42434
v,-0.093434,-0.262447,-0.408083
v,-0.092167,-0.267184,-0.409839
v,-0.091273,-0.262699,-0.409421
v,-0.06647,-0.303653,-0.415237
v,-0.079146,-0.296118,-0.404605
v,-0.079795,-0.292419,-0.406129
v,-0.081697,-0.293521,-0.404146
v,-0.070837,-0.348968,-0.398931
v,-0.067603,-0.344907,-0.40462
v,-0.074087,-0.343032,-0.395098
v,-0.078955,-0.272703,-0.418899
v,-0.077511,-0.268106,-0.41714
v,-0.081014,-0.26888,-0.413581
v,-0.086347,-0.29441,-0.397687
v,-0.081965,-0.29847,-0.396857
v,-0.079345,-0.266009,-0.426905
v,-0.082181,-0.265669,-0.431248
v,-0.097472,-0.27688,-0.421749
v,-0.096986,-0.273859,-0.419254
v,-0.093628,-0.279245,-0.420285
v,-0.065036,-0.201939,-0.42713
v,-0.065246,-0.202275,-0.424591
v,-0.064847,-0.19922,-0.425046
v,-0.067856,-0.210036,-0.397818
v,-0.068226,-0.213394,-0.402969
v,-0.070522,-0.214922,-0.397837
v,-0.067087,-0.310261,-0.409242
v,-0.065096,-0.311086,-0.416427
v,-0.071227,-0.310462,-0.402543
v,-0.069057,-0.312095,-0.403594
v,-0.069083,-0.305182,-0.40883
v,-0.082413,-0.413658,-0.397591
v,-0.084394,-0.407284,-0.393324
v,-0.084494,-0.414311,-0.396112
v,-0.115939,-0.419641,-0.37039
v,-0.113169,-0.419926,-0.366569
v,-0.107461,-0.419742,-0.370887
v,-0.054218,-0.13787,-0.307114
v,-0.053663,-0.137363,-0.311227
v,-0.049756,-0.13489,-0.30672
v,-0.099721,-0.333225,-0.383001
v,-0.096027,-0.33335,-0.384424
v,-0.095432,-0.329584,-0.382929
v,-0.082608,-0.129142,-0.289834
v,-0.077338,-0.130466,-0.28966
v,-0.081378,-0.126671,-0.289506
v,-0.052886,-0.419407,-0.367208
v,-0.064779,-0.420037,-0.359258
v,-0.080987,-0.420161,-0.354767
v,-0.088416,-0.420146,-0.35392
v,-0.092063,-0.417393,-0.394011
v,-0.094306,-0.416751,-0.394035
v,-0.092312,-0.419181,-0.393818
v,-0.073805,-0.419938,-0.382711
v,-0.07021,-0.419891,-0.385519
v,-0.081565,-0.419928,-0.387981
v,-0.139574,-0.401567,-0.403101
v,-0.141825,-0.405642,-0.405427
v,-0.140309,-0.407403,-0.400975
v,-0.073561,-0.399292,-0.400821
v,-0.073036,-0.408138,-0.405324
v,-0.070976,-0.401168,-0.404247
v,-0.051203,-0.41966,-0.375732
v,-0.045344,-0.419337,-0.38229
v,-0.051016,-0.4195,-0.382807
v,-0.04581,-0.41826,-0.403818
v,-0.044385,-0.419298,-0.398235
v,-0.042494,-0.418727,-0.404672
v,-0.05979,-0.235486,-0.422002
v,-0.064967,-0.239681,-0.423331
v,-0.064595,-0.235439,-0.425277
v,-0.067634,-0.384007,-0.402511
v,-0.067506,-0.390189,-0.404549
v,-0.065562,-0.384899,-0.406564
v,-0.051695,-0.418974,-0.410703
v,-0.051761,-0.418712,-0.419137
v,-0.055055,-0.418475,-0.413444
v,-0.043103,-0.418709,-0.425873
v,-0.048831,-0.418871,-0.421845
v,-0.045183,-0.419076,-0.420554
v,-0.064276,-0.360314,-0.410267
v,-0.063204,-0.36946,-0.410393
v,-0.062636,-0.366936,-0.414564
v,-0.062622,-0.363319,-0.423518
v,-0.062322,-0.373449,-0.419452
v,-0.129237,-0.391771,-0.457219
v,-0.125879,-0.393774,-0.459235
v,-0.12889,-0.401537,-0.45477
v,-0.103451,-0.342966,-0.464236
v,-0.106525,-0.348859,-0.464564
v,-0.109978,-0.340581,-0.463998
v,-0.039647,-0.418324,-0.466202
v,-0.04485,-0.418664,-0.464333
v,-0.037478,-0.418098,-0.459715
v,-0.080263,-0.412172,-0.453207
v,-0.083871,-0.408217,-0.455948
v,-0.081638,-0.407147,-0.453597
v,-0.073167,-0.370955,-0.451717
v,-0.076198,-0.370469,-0.454966
v,-0.072575,-0.366448,-0.451418
v,-0.099094,-0.397845,-0.462222
v,-0.105438,-0.39768,-0.463157
v,-0.101207,-0.391377,-0.463997
v,-0.071087,-0.416877,-0.434187
v,-0.075153,-0.41437,-0.437144
v,-0.071982,-0.410469,-0.434487
v,-0.143668,-0.419804,-0.455089
v,-0.148922,-0.419889,-0.45336
v,-0.137704,-0.419515,-0.47937
v,-0.060802,-0.420045,-0.385336
v,-0.062225,-0.419337,-0.396669
v,-0.051826,-0.418507,-0.39431
v,-0.058576,-0.4186,-0.399169
v,-0.058459,-0.419419,-0.39022
v,-0.07117,-0.418162,-0.44234
v,-0.073836,-0.416438,-0.441697
v,-0.07319,-0.417677,-0.436802
v,-0.053474,-0.418881,-0.406061
v,-0.058936,-0.418118,-0.410274
v,-0.060243,-0.418888,-0.404266
v,-0.06941,-0.412224,-0.41835
v,-0.069281,-0.416784,-0.415419
v,-0.069187,-0.416064,-0.418399
v,-0.068609,-0.418341,-0.446251
v,-0.067257,-0.418269,-0.453389
v,-0.069741,-0.418152,-0.44969
v,-0.067557,-0.417632,-0.420612
v,-0.064358,-0.418056,-0.435475
v,-0.060049,-0.418509,-0.427944
v,-0.059278,-0.418851,-0.433195
v,-0.064187,-0.384583,-0.426106
v,-0.063203,-0.38909,-0.422194
v,-0.064055,-0.390336,-0.425718
v,-0.100479,-0.418814,-0.46622
v,-0.105423,-0.419178,-0.461651
v,-0.100283,-0.418437,-0.46206
v,-0.040884,-0.418375,-0.453715
v,-0.04528,-0.41812,-0.459407
v,-0.047385,-0.41826,-0.451057
v,-0.067283,-0.418107,-0.462049
v,-0.071367,-0.417875,-0.460434
v,-0.058672,-0.418004,-0.43755
v,-0.084757,-0.417904,-0.471074
v,-0.080707,-0.417888,-0.465253
v,-0.077017,-0.417775,-0.469833
v,-0.102484,-0.417978,-0.475224
v,-0.088177,-0.409772,-0.456281
v,-0.092266,-0.408416,-0.455988
v,-0.086838,-0.40561,-0.454947
v,-0.176328,-0.419963,-0.460981
v,0.0181,-0.245165,-0.498625
v,0.015944,-0.244683,-0.500715
v,0.01974,-0.247293,-0.499697
v,-0.144363,-0.419667,-0.472425
v,-0.163193,-0.419901,-0.46786
v,-0.159125,-0.419887,-0.463311
v,-0.155863,-0.419846,-0.469201
v,-0.171096,-0.419933,-0.462312
v,-0.169146,-0.419931,-0.466506
v,-0.173672,-0.41995,-0.465262
v,-0.178121,-0.42,-0.434482
v,-0.171603,-0.419925,-0.436082
v,-0.177595,-0.419998,-0.439166
v,-0.175501,-0.419957,-0.431409
v,-0.170629,-0.419923,-0.48309
v,-0.159183,-0.419841,-0.480681
v,-0.155653,-0.419776,-0.480935
v,-0.142465,-0.419725,-0.461118
v,-0.158893,-0.419842,-0.478492
v,-0.176388,-0.41997,-0.448445
v,-0.148811,-0.419212,-0.434451
v,-0.149281,-0.419416,-0.437634
v,-0.151609,-0.419276,-0.432417
v,-0.135816,-0.419405,-0.475856
v,-0.137011,-0.419444,-0.448283
v,-0.135405,-0.4197,-0.460786
v,-0.130116,-0.419406,-0.456564
v,-0.131508,-0.419816,-0.463208
v,-0.134721,-0.419773,-0.466224
v,-0.113851,-0.419178,-0.477177
v,-0.146634,-0.419753,-0.448487
v,-0.141519,-0.419569,-0.444854
v,-0.141263,-0.419625,-0.450605
v,-0.138924,-0.419596,-0.465113
v,-0.129514,-0.419897,-0.460048
v,-0.156001,-0.419891,-0.458691
v,-0.153644,-0.419901,-0.454022
v,-0.076776,-0.411961,-0.445566
v,-0.07553,-0.413996,-0.445605
v,-0.078046,-0.411963,-0.450295
v,-0.11183,-0.419674,-0.465086
v,-0.117296,-0.418477,-0.463846
v,-0.115342,-0.419501,-0.461633
v,-0.128936,-0.419065,-0.469165
v,-0.144542,-0.419571,-0.479563
v,-0.145812,-0.419634,-0.475343
v,-0.149169,-0.419741,-0.472365
v,-0.106047,-0.418793,-0.473359
v,-0.125181,-0.419637,-0.461152
v,-0.125146,-0.418519,-0.455482
v,-0.127178,-0.419432,-0.475074
v,-0.151724,-0.419869,-0.449864
v,-0.139745,-0.343268,-0.445963
v,-0.135757,-0.339863,-0.451258
v,-0.138691,-0.34863,-0.448175
v,-0.111421,-0.351681,-0.464103
v,-0.107115,-0.359718,-0.464825
v,-0.144333,-0.406626,-0.423751
v,-0.145142,-0.409771,-0.419235
v,-0.145603,-0.403678,-0.420537
v,-0.166677,-0.419909,-0.451878
v,-0.160099,-0.419897,-0.453655
v,-0.156221,-0.419873,-0.449453
v,-0.162934,-0.419885,-0.480701
v,-0.174545,-0.41996,-0.444368
v,-0.169067,-0.419917,-0.447123
v,-0.164533,-0.419835,-0.434143
v,-0.185481,-0.419973,-0.388978
v,-0.17856,-0.419915,-0.42154
v,-0.179323,-0.41996,-0.425678
v,-0.162421,-0.419768,-0.42651
v,-0.167859,-0.419861,-0.430274
v,-0.164737,-0.419653,-0.405569
v,-0.16451,-0.41978,-0.411091
v,-0.167403,-0.41977,-0.410433
v,-0.145871,-0.418754,-0.435618
v,-0.14765,-0.418415,-0.431929
v,-0.144567,-0.417294,-0.433967
v,-0.150383,-0.41967,-0.377073
v,-0.154392,-0.419706,-0.378964
v,-0.154886,-0.419823,-0.372606
v,-0.169851,-0.419748,-0.408476
v,-0.171504,-0.419733,-0.405024
v,-0.147211,-0.417939,-0.429203
v,-0.156535,-0.419673,-0.419418
v,-0.152759,-0.419517,-0.416281
v,-0.157946,-0.419687,-0.423176
v,-0.160129,-0.419793,-0.438814
v,-0.159787,-0.419734,-0.433321
v,-0.155175,-0.419624,-0.436144
v,-0.160732,-0.419689,-0.409991
v,-0.156097,-0.419508,-0.408806
v,-0.157616,-0.419667,-0.414255
v,-0.156604,-0.419582,-0.430657
v,-0.179188,-0.419992,-0.430011
v,-0.171658,-0.419875,-0.423481
v,-0.174265,-0.419855,-0.417476
v,-0.131392,-0.408301,-0.390223
v,-0.131926,-0.414946,-0.391322
v,-0.127914,-0.412387,-0.390587
v,-0.132866,-0.419376,-0.389798
v,-0.129445,-0.422028,-0.389365
v,-0.130157,-0.420338,-0.390907
v,-0.14988,-0.419027,-0.396147
v,-0.139501,-0.419169,-0.389191
v,-0.133528,-0.419547,-0.387894
v,-0.133031,-0.419516,-0.371377
v,-0.128321,-0.41947,-0.368281
v,-0.12528,-0.419763,-0.373766
v,-0.180212,-0.420084,-0.371224
v,-0.181076,-0.419967,-0.3854
v,-0.180802,-0.420025,-0.3789
v,-0.16819,-0.420081,-0.363276
v,-0.158918,-0.419498,-0.406163
v,-0.167939,-0.420038,-0.366405
v,-0.172605,-0.420067,-0.367017
v,-0.141159,-0.419536,-0.382607
v,-0.138923,-0.419741,-0.380502
v,-0.138187,-0.419596,-0.384092
v,-0.162814,-0.419879,-0.375089
v,-0.161118,-0.419936,-0.369589
v,-0.15172,-0.419623,-0.381333
v,-0.143454,-0.416735,-0.404004
v,-0.145355,-0.417985,-0.402034
v,-0.138927,-0.419831,-0.36355
v,-0.14177,-0.419789,-0.369249
v,-0.167333,-0.41998,-0.370611
v,-0.163665,-0.420029,-0.364762
v,-0.1691,-0.419925,-0.377184
v,-0.144679,-0.418917,-0.392565
v,-0.159164,-0.419776,-0.37954
v,-0.165277,-0.41984,-0.380917
v,-0.197371,-0.135973,-0.349485
v,-0.195405,-0.136752,-0.353097
v,-0.195109,-0.139101,-0.350865
v,-0.178581,-0.420136,-0.363976
v,-0.174563,-0.419953,-0.380128
v,-0.177873,-0.419963,-0.382569
v,-0.174111,-0.420005,-0.374196
v,-0.136677,-0.418081,-0.39158
v,-0.133391,-0.417361,-0.391249
v,-0.149847,-0.418739,-0.401595
v,-0.145741,-0.418328,-0.398005
v,-0.134284,-0.419976,-0.367352
v,-0.138837,-0.419649,-0.371732
v,-0.172724,-0.189789,-0.374976
v,-0.169498,-0.193022,-0.37454
v,-0.169742,-0.190389,-0.3739
v,-0.141956,-0.409831,-0.40472
v,-0.143749,-0.405964,-0.410839
v,-0.161807,-0.419738,-0.385506
v,-0.15582,-0.419665,-0.383859
v,-0.150632,-0.41955,-0.385239
v,-0.147431,-0.419571,-0.380849
v,-0.144386,-0.419434,-0.385637
v,-0.144584,-0.419645,-0.375041
v,-0.146198,-0.419758,-0.370749
v,-0.134154,-0.419324,-0.381578
v,-0.132415,-0.41951,-0.37702
v,-0.127867,-0.419178,-0.38179
v,-0.140813,-0.413462,-0.40086
v,-0.125298,-0.420252,-0.387115
v,-0.122194,-0.419697,-0.384947
v,-0.12102,-0.420054,-0.38939
v,-0.131231,-0.420099,-0.360076
v,-0.127443,-0.418393,-0.391425
v,-0.126263,-0.407316,-0.390037
v,-0.134697,-0.412657,-0.391924
v,-0.135263,-0.407829,-0.391975
v,-0.136447,-0.403967,-0.393744
v,-0.136629,-0.40878,-0.393102
v,-0.13921,-0.395219,-0.402778
v,-0.141617,-0.402081,-0.405996
v,-0.15486,-0.419202,-0.39941
v,-0.16131,-0.419517,-0.39791
v,-0.174915,-0.419899,-0.385745
v,-0.170449,-0.41989,-0.382024
v,-0.168287,-0.41982,-0.385989
v,-0.165752,-0.419676,-0.393924
v,-0.171587,-0.419788,-0.391876
v,-0.165564,-0.419735,-0.389683
v,-0.151044,-0.419338,-0.40703
v,-0.154718,-0.419236,-0.404249
v,-0.160223,-0.419776,-0.419601
v,-0.158244,-0.216902,-0.422112
v,-0.151704,-0.221384,-0.421503
v,-0.157865,-0.222297,-0.421566
v,-0.14449,-0.415013,-0.42565
v,-0.140815,-0.41876,-0.440486
v,-0.136945,-0.418595,-0.44457
v,-0.147428,-0.419146,-0.407818
v,-0.143912,-0.417124,-0.410113
v,-0.146686,-0.420163,-0.412926
v,-0.144829,-0.419801,-0.41361
v,-0.145524,-0.405084,-0.416812
v,-0.143742,-0.405709,-0.427707
v,-0.143474,-0.41009,-0.430407
v,-0.140075,-0.398256,-0.443038
v,-0.1379,-0.399571,-0.446221
v,-0.137427,-0.40422,-0.444676
v,-0.141104,-0.407358,-0.431599
v,-0.140123,-0.410245,-0.432699
v,-0.131874,-0.411525,-0.449393
v,-0.131784,-0.406739,-0.449852
v,-0.128276,-0.408998,-0.452732
v,-0.140761,-0.365979,-0.446485
v,-0.135738,-0.364279,-0.451702
v,-0.136088,-0.369719,-0.451142
v,-0.145494,-0.41673,-0.420277
v,-0.145116,-0.414862,-0.423331
v,-0.134085,-0.410317,-0.446491
v,-0.136032,-0.407982,-0.4437
v,-0.13512,-0.404662,-0.447255
v,-0.119856,-0.419587,-0.379779
v,-0.149851,-0.419623,-0.41109
v,-0.121682,-0.419066,-0.375632
v,-0.167998,-0.419839,-0.42135
v,-0.169905,-0.419702,-0.39908
v,-0.176212,-0.419798,-0.396617
v,-0.170734,-0.419799,-0.412155
v,-0.140973,-0.418663,-0.392471
v,-0.153423,-0.419741,-0.443594
v,-0.181182,-0.419897,-0.417958
v,-0.177243,-0.185377,-0.388691
v,-0.176292,-0.187873,-0.384721
v,-0.180169,-0.181658,-0.384248
v,-0.196624,-0.131016,-0.340147
v,-0.194605,-0.127233,-0.341983
v,-0.196595,-0.128453,-0.339288
v,-0.194274,-0.120628,-0.427005
v,-0.195789,-0.120906,-0.426267
v,-0.194277,-0.123825,-0.42744
v,-0.209337,-0.113221,-0.431002
v,-0.188725,-0.168562,-0.414836
v,-0.187371,-0.169719,-0.417558
v,-0.188486,-0.166827,-0.41965
v,-0.214255,-0.161591,-0.428262
v,-0.210492,-0.161547,-0.426685
v,-0.211627,-0.165703,-0.42645
v,-0.224372,-0.161034,-0.428337
v,-0.221958,-0.163534,-0.42524
v,-0.221944,-0.16061,-0.424654
v,-0.220591,-0.163854,-0.427944
v,-0.220381,-0.16487,-0.425556
v,-0.222953,-0.163038,-0.429064
v,-0.216984,-0.164779,-0.427767
v,-0.215378,-0.168084,-0.421491
v,-0.210079,-0.171823,-0.421089
v,-0.21118,-0.17072,-0.419451
v,-0.206057,-0.17521,-0.418936
v,-0.208285,-0.173015,-0.418749
v,-0.20738,-0.164664,-0.426004
v,-0.208611,-0.168473,-0.425505
v,-0.206726,-0.171388,-0.42452
v,-0.204855,-0.169864,-0.426009
v,-0.202542,-0.174018,-0.42377
v,-0.170694,-0.168777,-0.439228
v,-0.167662,-0.173543,-0.440879
v,-0.161604,-0.162111,-0.433848
v,-0.16243,-0.159817,-0.434057
v,-0.159666,-0.159223,-0.431564
v,-0.200732,-0.171265,-0.425635
v,-0.19816,-0.173627,-0.424595
v,-0.180819,-0.124397,-0.429977
v,-0.180396,-0.123709,-0.425925
v,-0.183127,-0.122952,-0.427594
v,-0.195861,-0.164131,-0.422214
v,-0.195617,-0.16508,-0.417112
v,-0.189788,-0.166074,-0.420367
v,-0.202222,-0.167631,-0.425399
v,-0.202671,-0.163783,-0.424815
v,-0.197048,-0.165831,-0.425393
v,-0.197745,-0.163549,-0.42397
v,-0.163567,-0.155971,-0.398614
v,-0.165832,-0.153318,-0.397526
v,-0.165646,-0.156346,-0.398644
v,-0.171685,-0.162278,-0.406403
v,-0.172991,-0.165409,-0.40543
v,-0.173256,-0.161523,-0.403911
v,-0.173481,-0.157927,-0.406304
v,-0.170055,-0.16052,-0.407586
v,-0.186066,-0.160393,-0.368278
v,-0.185302,-0.162118,-0.365414
v,-0.187792,-0.157755,-0.367252
v,-0.179769,-0.176568,-0.385015
v,-0.179658,-0.174582,-0.383083
v,-0.180447,-0.173367,-0.385794
v,-0.211274,-0.160862,-0.417801
v,-0.209747,-0.164363,-0.416213
v,-0.185362,-0.162961,-0.371484
v,-0.181604,-0.164857,-0.372019
v,-0.184282,-0.1682,-0.372757
v,-0.183837,-0.166946,-0.363388
v,-0.183468,-0.162008,-0.362643
v,-0.183728,-0.157517,-0.359937
v,-0.182217,-0.161065,-0.361503
v,-0.182637,-0.162033,-0.371018
v,-0.181914,-0.163428,-0.37357
v,-0.182004,-0.167313,-0.375844
v,-0.182586,-0.16276,-0.377233
v,-0.181151,-0.166794,-0.361675
v,-0.17941,-0.165515,-0.361998
v,-0.182134,-0.164525,-0.361463
v,-0.169949,-0.172071,-0.377945
v,-0.167064,-0.174449,-0.378569
v,-0.172077,-0.161531,-0.368508
v,-0.173037,-0.159755,-0.36594
v,-0.173587,-0.163735,-0.366617
v,-0.175255,-0.167292,-0.365009
v,-0.178379,-0.163285,-0.36266
v,-0.181579,-0.170279,-0.361533
v,-0.184007,-0.174775,-0.362221
v,-0.182068,-0.172605,-0.360431
v,-0.185757,-0.178682,-0.413498
v,-0.189477,-0.180857,-0.410564
v,-0.181397,-0.184879,-0.410937
v,-0.18198,-0.160083,-0.376414
v,-0.181852,-0.162029,-0.378773
v,-0.177656,-0.173609,-0.382797
v,-0.176848,-0.175498,-0.385687
v,-0.178071,-0.174238,-0.38553
v,-0.195045,-0.182416,-0.42198
v,-0.190821,-0.181487,-0.42357
v,-0.173171,-0.172938,-0.392781
v,-0.178716,-0.171867,-0.388927
v,-0.172661,-0.174365,-0.390891
v,-0.17058,-0.169434,-0.406127
v,-0.172496,-0.168389,-0.40535
v,-0.168794,-0.185399,-0.370033
v,-0.170456,-0.187054,-0.371817
v,-0.167339,-0.189692,-0.373812
v,-0.170511,-0.167533,-0.375298
v,-0.174596,-0.171063,-0.379784
v,-0.180261,-0.178116,-0.378359
v,-0.180758,-0.172316,-0.379436
v,-0.172948,-0.177821,-0.399902
v,-0.173463,-0.174528,-0.39885
v,-0.173347,-0.17415,-0.401251
v,-0.176218,-0.175462,-0.388279
v,-0.178868,-0.172076,-0.387194
v,-0.157842,-0.175449,-0.389884
v,-0.153024,-0.176342,-0.389824
v,-0.154574,-0.173822,-0.392796
v,-0.176046,-0.184344,-0.372809
v,-0.178399,-0.184035,-0.375776
v,-0.176267,-0.187322,-0.375638
v,-0.167956,-0.207143,-0.383992
v,-0.169315,-0.205724,-0.386694
v,-0.167582,-0.209445,-0.38666
v,-0.175781,-0.182304,-0.392536
v,-0.174015,-0.185623,-0.394752
v,-0.17632,-0.185974,-0.392092
v,-0.17291,-0.19475,-0.389714
v,-0.173863,-0.195386,-0.392419
v,-0.172275,-0.197358,-0.388868
v,-0.212576,-0.167593,-0.418781
v,-0.177513,-0.187817,-0.391955
v,-0.172886,-0.175125,-0.383541
v,-0.170322,-0.179435,-0.386573
v,-0.173599,-0.179141,-0.387766
v,-0.180273,-0.180655,-0.386459
v,-0.176982,-0.177991,-0.387532
v,-0.177015,-0.181428,-0.389331
v,-0.176005,-0.177173,-0.389099
v,-0.183892,-0.169826,-0.364686
v,-0.184221,-0.173573,-0.36535
v,-0.193391,-0.185846,-0.356337
v,-0.186352,-0.183825,-0.358605
v,-0.18779,-0.185953,-0.35714
v,-0.180995,-0.174979,-0.375034
v,-0.17046,-0.202193,-0.387997
v,-0.183413,-0.179406,-0.363864
v,-0.183276,-0.174072,-0.367232
v,-0.181198,-0.170239,-0.377545
v,-0.18,-0.179359,-0.381767
v,-0.178004,-0.185733,-0.379039
v,-0.180463,-0.175506,-0.369034
v,-0.180545,-0.173044,-0.370816
v,-0.183923,-0.181153,-0.356759
v,-0.18484,-0.180856,-0.359153
v,-0.186555,-0.182265,-0.356349
v,-0.179525,-0.179161,-0.358127
v,-0.179894,-0.176331,-0.359759
v,-0.182542,-0.179064,-0.358857
v,-0.17439,-0.203157,-0.405756
v,-0.174119,-0.200801,-0.402044
v,-0.177646,-0.199988,-0.406624
v,-0.172435,-0.195418,-0.380825
v,-0.170003,-0.197258,-0.379478
v,-0.169248,-0.205396,-0.391225
v,-0.170085,-0.20389,-0.390015
v,-0.170326,-0.1889,-0.399177
v,-0.17182,-0.189445,-0.397557
v,-0.171903,-0.187557,-0.396178
v,-0.171775,-0.183401,-0.399236
v,-0.170293,-0.185262,-0.403131
v,-0.176678,-0.18415,-0.415601
v,-0.179285,-0.180556,-0.415277
v,-0.177036,-0.189298,-0.39249
v,-0.179134,-0.211853,-0.412868
v,-0.177005,-0.213892,-0.413787
v,-0.175797,-0.213833,-0.415858
v,-0.176539,-0.208799,-0.417999
v,-0.173672,-0.209596,-0.420102
v,-0.175921,-0.21753,-0.414708
v,-0.173363,-0.216134,-0.4174
v,-0.172985,-0.220142,-0.416754
v,-0.167768,-0.221135,-0.419661
v,-0.170946,-0.221253,-0.418587
v,-0.170411,-0.215493,-0.419234
v,-0.167183,-0.216244,-0.423175
v,-0.167899,-0.195084,-0.42601
v,-0.165194,-0.197062,-0.428982
v,-0.165397,-0.200984,-0.423722
v,-0.194167,-0.171265,-0.42485
v,-0.188274,-0.170599,-0.424131
v,-0.1894,-0.175148,-0.424619
v,-0.197412,-0.178714,-0.423196
v,-0.19952,-0.177889,-0.420983
v,-0.176375,-0.20362,-0.42119
v,-0.174335,-0.206317,-0.420724
v,-0.186859,-0.192395,-0.419858
v,-0.182918,-0.195828,-0.412462
v,-0.184765,-0.193034,-0.412348
v,-0.177986,-0.196945,-0.422315
v,-0.179758,-0.198689,-0.422081
v,-0.175325,-0.198132,-0.423152
v,-0.192745,-0.175926,-0.424757
v,-0.186295,-0.185894,-0.423432
v,-0.187063,-0.180236,-0.424803
v,-0.184364,-0.178896,-0.423632
