verticies,x,y,z
v, 0.333195, 1.937056, -1.899163
v, 0.359365, 1.943813, -1.833613
v, 0.305969, 1.850501, -1.857515
v, 0.450234, 2.272502, -1.762364
v, 0.293996, 1.886211, -1.811190
v, 0.324263, 2.149853, -1.653468
v, 0.313153, 2.139243, -1.749174
v, 0.314695, 2.036946, -1.720218
v, 0.351046, 2.261109, -1.735288
v, 0.412554, 2.319069, -1.737015
v, 0.390404, 2.174553, -1.940802
v, 0.399698, 1.837759, -2.360958
v, 0.344212, 1.884724, -2.420105
v, 0.426978, 1.773716, -2.427357
v, 0.509953, 2.051753, -2.044611
v, 0.550258, 1.991769, -2.127408
v, 0.549562, 2.063050, -2.107017
v, 0.451040, 2.080430, -2.192544
v, 0.360598, 1.985137, -2.182790
v, 0.400314, 2.029364, -2.147316
v, 0.512565, 2.040854, -2.255299
v, 0.438309, 2.096901, -1.722300
v, 0.442604, 2.061137, -1.870270
v, 0.463592, 2.121409, -1.862716
v, 0.569432, 2.211680, -2.383805
v, 0.509085, 2.269957, -2.432129
v, 0.437723, 2.175709, -2.400688
v, 0.502409, 2.104814, -2.123413
v, 0.414261, 2.087462, -2.089183
v, 0.463627, 2.129280, -2.027244
v, 0.609349, 2.115478, -2.802056
v, 0.466243, 2.200079, -2.757542
v, 0.488308, 1.702683, -2.506470
v, 0.521100, 1.644503, -2.617728
v, 0.594274, 1.591441, -2.526585
v, 0.756405, 1.623944, -2.539217
v, 0.651263, 1.481080, -2.562470
v, 0.701037, 1.560810, -2.585115
v, 0.488656, 1.976564, -2.099887
v, 0.659935, 1.732379, -2.826354
v, 0.584169, 1.778876, -2.828338
v, 0.552905, 1.678946, -2.368074
v, 0.596388, 1.640787, -2.357219
v, 0.361287, 1.742685, -2.790418
v, 0.463110, 1.738695, -2.650018
v, 0.369075, 1.809755, -2.708126
v, 0.842365, 2.184956, -2.774308
v, 0.870596, 2.056431, -2.691899
v, 0.584248, 1.847432, -2.845568
v, 0.529854, 1.789555, -2.837853
v, 0.502268, 1.676648, -2.715336
v, 0.511044, 1.711807, -2.774913
v, 0.459597, 1.883513, -2.834623
v, 0.351294, 2.292800, -2.654078
v, 0.367617, 2.406904, -2.669470
v, 0.269360, 2.426746, -2.719420
v, 0.416715, 2.107428, -2.811183
v, 0.369652, 2.169062, -2.881413
v, 0.593206, 2.318119, -2.629894
v, 0.658989, 1.684216, -2.737012
v, 0.554071, 1.614009, -2.678166
v, 0.610424, 2.318945, -2.459251
v, 0.681125, 2.333765, -2.507487
v, 0.875458, 2.192112, -2.541464
v, 0.996106, 2.244031, -2.645684
v, 0.928429, 2.291520, -2.642854
v, 0.706174, 2.308679, -2.757482
v, 0.885166, 2.333187, -2.682728
v, 0.748305, 2.311830, -2.670491
v, 0.969148, 2.105447, -2.666335
v, 0.959186, 2.146454, -2.707933
v, 0.842648, 2.227684, -2.697561
v, 0.777148, 2.271470, -2.726213
v, 0.887834, 2.156293, -2.707091
v, 0.853768, 2.020075, -2.450701
v, 0.730154, 1.866973, -2.421826
v, 0.786548, 1.868638, -2.477112
v, 0.948312, 2.260475, -2.681909
v, 0.764406, 1.994150, -2.392928
v, 0.877768, 2.089182, -2.506724
v, 0.907144, 2.021396, -2.601989
v, 0.780474, 1.650709, -2.574146
v, 0.744285, 1.677432, -2.461185
v, 0.747583, 1.776922, -2.601559
v, 1.182214, 2.597036, -1.626410
v, 1.106763, 2.612957, -1.629636
v, 1.186539, 2.635428, -1.543714
v, 0.901352, 2.714140, -0.799957
v, 0.808076, 2.743176, -0.774411
v, 0.768302, 2.657088, -0.870060
v, 0.738163, 2.668881, -0.837034
v, 0.790955, 2.717787, -0.841940
v, 0.717963, 2.793444, -0.747658
v, 1.069121, 2.694875, -1.265749
v, 1.084831, 2.589977, -1.565262
v, 1.156114, 2.570684, -1.560336
v, 1.108283, 2.625177, -1.463908
v, 1.169469, 2.631438, -1.433444
v, 0.981061, 2.769073, -0.869539
v, 0.980522, 2.784183, -0.949499
v, 1.104332, 2.724585, -0.946183
v, 1.123029, 2.772376, -1.017893
v, 0.944991, 2.645130, -0.902276
v, 0.896702, 2.619067, -0.806396
v, 0.867928, 2.695935, -1.014750
v, 0.969443, 2.672996, -1.019779
v, 0.880621, 2.647359, -0.939914
v, 1.098354, 2.631452, -1.512963
v, 1.080092, 2.647497, -1.349175
v, 1.133816, 2.690169, -1.203819
v, 1.172590, 2.681128, -1.273829
v, 1.180942, 2.717416, -1.148709
v, 0.932052, 3.877337, -0.615069
v, 0.966248, 3.974474, -0.600726
v, 0.834196, 3.454565, -0.702292
v, 0.741173, 3.377932, -0.749012
v, 0.743941, 3.440764, -0.757776
v, 0.768377, 3.271561, -0.587256
v, 0.796463, 3.340021, -0.678689
v, 0.846390, 3.437543, -0.570227
v, 0.627974, 3.317164, -0.658157
v, 0.613868, 3.415431, -0.697729
v, 0.708375, 3.300349, -0.673745
v, 0.797511, 3.604255, -0.542249
v, 0.855102, 3.713474, -0.525907
v, 0.891416, 3.624496, -0.590608
v, 0.740678, 3.471408, -0.559206
v, 0.846447, 3.516915, -0.649404
v, 0.767529, 3.496866, -0.487930
v, 0.428921, 3.885937, 0.041978
v, 0.476539, 3.947531, 0.059554
v, 0.380376, 3.889818, 0.092177
v, 0.035556, 3.118170, -0.504157
v, -0.036191, 3.094199, -0.505097
v, 0.537133, 3.291569, -0.633430
v, 0.528792, 3.203831, -0.584663
v, 0.591864, 3.295986, -0.463306
v, 0.885990, 3.871407, -0.544712
v, 0.936955, 4.017160, -0.542820
v, 1.677192, 3.234724, -0.537132
v, 1.607402, 3.119863, -0.507288
v, 1.542017, 3.212734, -0.502491
v, 1.756662, 3.287923, -0.568963
v, 1.855397, 3.336044, -0.594136
v, 1.827780, 3.317563, -0.526231
v, 1.686809, 3.314109, -0.561598
v, 1.800423, 3.419104, -0.677712
v, -0.575722, 2.781307, 0.440663
v, -0.659456, 2.843698, 0.457379
v, -0.639219, 2.733695, 0.421986
v, 0.374525, 3.786090, 0.813403
v, 0.388350, 3.708493, 0.787692
v, 0.387114, 3.811355, 0.750716
v, 0.646619, 2.536599, -0.013551
v, 0.450518, 1.627357, 0.244600
v, 0.373770, 1.568516, 0.321424
v, 0.433138, 1.532505, 0.287719
v, 0.270371, 1.792803, 0.275471
v, 0.364711, 1.692418, 0.222756
v, 0.381282, 1.783074, 0.134971
v, 0.532075, 1.231378, -0.092506
v, 0.527346, 1.468489, 0.083451
v, 0.490230, 1.398998, 0.011449
v, 0.492036, 1.574640, -0.040553
v, 0.504576, 1.222530, 0.077047
v, 0.487082, 1.653255, 0.142990
v, 0.279107, 2.250720, -0.137790
v, 0.298422, 2.234440, -0.079847
v, 0.400093, 3.149558, 0.090340
v, 0.401649, 3.284978, 0.076366
v, 0.362356, 3.152228, 0.155615
v, 0.341787, 2.379424, 0.283291
v, 0.321866, 2.666611, 0.399987
v, 0.256316, 2.634906, 0.434863
v, 0.351725, 2.606380, 0.368616
v, 0.323763, 2.676684, 0.333835
v, 0.234104, 2.437577, 0.349825
v, 0.201459, 1.958070, 0.292124
v, 0.337230, 3.076640, 0.526386
v, 0.298174, 3.082406, 0.584555
v, 0.274506, 2.995479, 0.563301
v, 0.294134, 3.346901, 0.070490
v, 0.315687, 3.273378, 0.092723
v, 0.363521, 3.269236, 0.120025
v, 0.396278, 3.342966, 0.118815
v, 0.373450, 3.426411, 0.089234
v, 0.243798, 3.029303, 0.211413
v, 0.253951, 3.105881, 0.212663
v, 0.185301, 3.144769, 0.273011
v, 0.177126, 3.218280, 0.289824
v, 0.213695, 3.243916, 0.226081
v, 0.334316, 2.877370, 0.154724
v, 0.246938, 2.792247, 0.230295
v, 0.279684, 2.709021, 0.175791
v, 0.125926, 3.141907, 0.232988
v, 0.127428, 3.349983, 0.261404
v, 0.016008, 3.383615, 0.134486
v, 0.007748, 2.950096, 0.060799
v, 0.007388, 3.060044, 0.093795
v, -0.043187, 2.894530, 0.130793
v, 0.195608, 2.949697, 0.269839
v, 0.112260, 2.888379, 0.140486
v, 0.157564, 2.837795, 0.258865
v, -0.219499, 2.577345, 0.063287
v, -0.284127, 2.570602, 0.114083
v, -0.311743, 2.498069, 0.072872
v, 0.076643, 3.445112, 0.260358
v, 0.016580, 3.183024, 0.076710
v, 0.063128, 3.085130, 0.130048
v, 0.177853, 3.421512, 0.165712
v, 0.209303, 3.375923, 0.166554
v, 0.116252, 3.325655, 0.085840
v, 0.013949, 3.054251, -0.023698
v, 0.093631, 3.218995, -0.039183
v, 0.117343, 3.117317, 0.003147
v, 0.115166, 3.223027, 0.127759
v, 0.165086, 3.172181, 0.080238
v, 0.130887, 3.180066, 0.055409
v, 0.126043, 3.257800, 0.027349
v, 0.249933, 3.196634, 0.074214
v, 0.270351, 3.110560, 0.062835
v, 0.330198, 3.334723, 0.052078
v, 0.327891, 3.234600, 0.054391
v, -0.098297, 3.279033, -0.000683
v, -0.068639, 3.176447, 0.040237
v, -0.118515, 3.260718, 0.051496
v, -0.052675, 3.158351, 0.098885
v, -0.059138, 3.027927, 0.074247
v, 0.100355, 2.611967, 0.028857
v, 0.108647, 2.718778, 0.055991
v, 0.203760, 2.686578, 0.095263
v, 0.242173, 2.806681, 0.062912
v, 0.328265, 2.975526, 0.195562
v, -0.049161, 2.810934, 0.067289
v, -0.004322, 2.895095, 0.064721
v, 0.027845, 2.765606, 0.062098
v, -0.050024, 3.018116, 0.036794
v, 0.004842, 2.951885, -0.010895
v, -0.051676, 2.940202, 0.075891
v, 0.082335, 2.780522, 0.104599
v, -0.213149, 2.722245, 0.033970
v, -0.213523, 2.779573, 0.101259
v, -0.218840, 2.669404, 0.105600
v, 0.252375, 2.346205, -0.003412
v, 0.162366, 2.486648, 0.006801
v, 0.431396, 2.231482, -0.074024
v, 0.240133, 2.290928, -0.072411
v, -0.256762, 1.761593, -0.334660
v, 0.477508, 2.432953, 0.002735
v, 0.261621, 2.165293, -0.141080
v, -0.016716, 2.313923, 0.003141
v, -0.047595, 2.255811, 0.000810
v, 0.004479, 2.370589, 0.029772
v, 0.182416, 2.226336, 0.075212
v, 0.243953, 2.267700, 0.133361
v, 0.236609, 2.157463, 0.063694
v, -0.058561, 2.262292, -0.072401
v, -0.075837, 2.151807, -0.054305
v, -0.060796, 2.106768, 0.094767
v, -0.107634, 2.080692, -0.039254
v, 0.299053, 1.689528, 0.302112
v, 0.027948, 2.400326, 0.086237
v, -0.003114, 2.472336, 0.007666
v, 0.009550, 2.133849, 0.166779
v, 0.012556, 2.276287, 0.174675
v, 0.284557, 2.641731, 0.186890
v, 0.151869, 2.696651, 0.258852
v, 0.229448, 2.203424, 0.283612
v, 0.292551, 2.152151, 0.230712
v, 0.207925, 2.541718, 0.118409
v, 0.159413, 2.233697, 0.248655
v, 0.177068, 2.358397, 0.277901
v, 0.093980, 2.244610, 0.217691
v, 0.103380, 2.410867, 0.230560
v, -0.058628, 1.787340, 0.350442
v, -0.014248, 1.924081, 0.365495
v, -0.187138, 2.002723, 0.324216
v, -0.232402, 2.318147, 0.406129
v, -0.214804, 2.218863, 0.329273
v, -0.121687, 2.144542, 0.326569
v, -0.049302, 2.078531, 0.307429
v, 0.024381, 2.019676, 0.334457
v, 0.268928, 1.591923, 0.397796
v, 0.121647, 1.646003, 0.445031
v, 0.155630, 1.509882, 0.474999
v, 0.080663, 1.708697, 0.380862
v, 0.072015, 1.813664, 0.353828
v, 0.157539, 1.913278, 0.328417
v, 0.367921, 1.411988, 0.414387
v, 0.255264, 2.863844, 0.507218
v, 0.201864, 2.796320, 0.413773
v, 0.259018, 2.734562, 0.447391
v, 0.169738, 2.670712, 0.366500
v, 0.314570, 1.164308, 0.396848
v, 0.293374, 1.253450, 0.437913
v, 0.197490, 1.141823, 0.485174
v, 0.047337, 1.135396, 0.514039
v, -0.066876, 1.132617, 0.524481
v, 0.176487, 0.946021, 0.521150
v, 0.080434, 1.212897, 0.516937
v, 0.230877, 1.423354, 0.478789
v, 0.042786, 1.341629, 0.518775
v, 0.022607, 3.304890, 1.324914
v, 0.001113, 3.270282, 1.206988
v, 0.055351, 3.333168, 1.228023
v, -0.120914, 1.748053, 0.345836
v, -0.396192, 2.255439, 0.266391
v, -0.366865, 2.265306, 0.303232
v, -0.437198, 2.409189, 0.338615
v, -0.231897, 2.377553, 0.478692
v, -0.220842, 3.035660, 0.933089
v, -0.273803, 2.931932, 0.830165
v, -0.215246, 2.918515, 0.893931
v, -0.185376, 2.997158, 0.937690
v, -0.141885, 3.109693, 0.920438
v, -0.119118, 3.189093, 0.863751
v, -0.097506, 3.179515, 0.985996
v, -0.183415, 3.239499, 0.911123
v, -0.184584, 3.163553, 0.853078
v, -0.188312, 3.271644, 0.974517
v, 0.015584, 3.361667, 1.259981
v, -0.031077, 3.308922, 1.253405
v, -0.004783, 3.451139, 1.271384
v, -0.060557, 3.392174, 1.212505
v, 0.316901, 3.334269, 0.553572
v, 0.325776, 3.194543, 0.530157
v, 0.297015, 3.218183, 0.502142
v, 0.287608, 3.295038, 0.596919
v, 0.367372, 3.396702, 0.602461
v, 0.308519, 2.835345, 0.475816
v, 0.320543, 2.905167, 0.554839
v, 0.298327, 3.388060, 0.581631
v, 0.274601, 3.300789, 0.544855
v, 0.243119, 2.980054, 0.514990
v, 0.264691, 3.103419, 0.502230
v, 0.255346, 3.199620, 0.533494
v, 0.272633, 3.070035, 0.473461
v, -0.038754, 3.420123, 0.611308
v, -0.075149, 3.322903, 0.545195
v, 0.001127, 3.414866, 0.554048
v, -0.087789, 3.337049, 0.498743
v, -0.085379, 3.387482, 0.544504
v, -0.039554, 3.526287, 0.644936
v, -0.118059, 3.236361, 0.925161
v, -0.159456, 3.070833, 0.822827
v, -0.204675, 2.959206, 0.788789
v, -0.204354, 2.953591, 0.542958
v, -0.158787, 3.085626, 0.513971
v, -0.172683, 3.066072, 0.551623
v, -0.150268, 3.315376, 0.547924
v, -0.189612, 3.196152, 0.563653
v, -0.066101, 3.250232, 0.529706
v, -0.221486, 3.260305, 0.566960
v, 0.014591, 3.521526, 0.685006
v, 0.335756, 3.575688, 0.702011
v, 0.338453, 3.738230, 0.725821
v, 0.349859, 3.873154, 0.814010
v, 0.326233, 3.454346, 0.675094
v, 0.067232, 3.561501, 0.958116
v, 0.073258, 3.500389, 0.891518
v, 0.033768, 3.563881, 0.891976
v, 0.009030, 3.470941, 0.920733
v, 0.033167, 3.445305, 1.006032
v, -0.007440, 3.424966, 0.932106
v, 0.412511, 3.813171, 0.822056
v, 0.094735, 3.974159, 1.641763
v, 0.036763, 4.055663, 1.798632
v, 0.073151, 3.989612, 1.803923
v, 0.055481, 3.975493, 1.649811
v, 0.053456, 3.923725, 1.518985
v, 0.080643, 3.548910, 1.028648
v, 0.047000, 3.715594, 1.246748
v, 0.021881, 3.591733, 1.130470
v, -0.006290, 3.688128, 1.229263
v, 0.082485, 3.882567, 1.685295
v, 0.041088, 3.925143, 1.698528
v, 0.027789, 3.852981, 1.628520
v, -0.127696, 3.412169, 0.031824
v, -0.066881, 3.294087, 0.097971
v, -0.021818, 3.499645, 0.082720
v, 0.106889, 3.766026, 0.331889
v, 0.070889, 3.728997, 0.284523
v, 0.110762, 3.677573, 0.335145
v, 0.139189, 3.513627, 0.305368
v, 0.129377, 3.477793, 0.232049
v, 0.514923, 4.108559, 0.176166
v, 0.530881, 4.154878, 0.144945
v, 0.518490, 4.240993, 0.198318
v, 0.179610, 3.936110, 0.267050
v, 0.225492, 3.951232, 0.215894
v, 0.190430, 3.984891, 0.213622
v, 0.394676, 3.925651, 0.026926
v, 0.417377, 3.999478, 0.075646
v, 0.450766, 3.770443, -0.001666
v, 0.357610, 3.907900, 0.046426
v, 0.391398, 3.778618, 0.063858
v, 0.465677, 3.669632, 0.027362
v, 0.370638, 3.453960, 0.015233
v, 0.429721, 3.648964, 0.003171
v, 0.450056, 3.557276, 0.041540
v, 0.360990, 3.603072, 0.076411
v, 0.353987, 3.720712, 0.066075
v, 0.306021, 3.572536, 0.054566
v, 0.095721, 3.689599, 0.191476
v, 0.113969, 3.766659, 0.134324
v, 0.145702, 3.815675, 0.171473
v, 0.325042, 4.028169, 0.167594
v, 0.246124, 3.983240, 0.193538
v, 0.167321, 3.846540, 0.255939
v, 0.109630, 3.620314, 0.068885
v, 0.029678, 3.589834, -0.043932
v, 0.115157, 3.700732, 0.032653
v, 0.088628, 3.850806, 0.080169
v, 0.021853, 3.748990, -0.014511
v, 0.048287, 3.947462, 0.103496
v, 0.121664, 3.684536, 0.281802
v, 0.112327, 3.824179, 0.267545
v, 0.047895, 3.798874, 0.124280
v, 0.051159, 3.731446, 0.143031
v, 0.116501, 3.448387, 0.061992
v, 0.181782, 3.519846, 0.165130
v, 0.117309, 3.534805, 0.135927
v, 0.014225, 3.616818, 0.069524
v, 0.070793, 3.677311, 0.205570
v, 0.048371, 3.423700, -0.044112
v, 0.075199, 3.497843, 0.036818
v, -0.098608, 3.789062, -0.103851
v, -0.075904, 3.690893, -0.054920
v, -0.114381, 3.771861, -0.004509
v, -0.130433, 3.513627, -0.014363
v, -0.049867, 3.589269, -0.060324
v, -0.042164, 3.501765, -0.071975
v, -0.094879, 4.035779, -0.079415
v, -0.053399, 4.083377, -0.011821
v, -0.032563, 3.973484, -0.016361
v, -0.106783, 3.911381, -0.093646
v, -0.478518, 4.055291, -0.234491
v, -0.490314, 4.096064, -0.314661
v, -0.449930, 4.219471, -0.267079
v, -0.415414, 4.140002, -0.473202
v, -0.371889, 4.136315, -0.493793
v, -0.461169, 4.176895, -0.525383
v, -0.421567, 3.768971, -0.494171
v, -0.112383, 4.014532, -0.046663
v, -0.184230, 3.683613, -0.556298
v, -0.215943, 3.595874, -0.503506
v, -0.347871, 4.039494, -0.553284
v, -0.335407, 4.114531, -0.655217
v, -0.289096, 4.064483, -0.422244
v, -0.292825, 4.013927, -0.368333
v, -0.284289, 4.030509, -0.455293
v, -0.414390, 3.970566, -0.490999
v, -0.321306, 4.024522, -0.427119
v, 0.013595, 3.408026, -0.477304
v, -0.079547, 3.556175, -0.493741
v, -0.034309, 3.433676, -0.445618
v, -0.419627, 3.308632, -0.140468
v, -0.430749, 3.310160, -0.074918
v, -0.374528, 3.237613, -0.107363
v, -0.424859, 3.703676, -0.522823
v, -0.470149, 3.864430, -0.554536
v, -0.367714, 3.947159, -0.601346
v, -0.399631, 3.817960, -0.527048
v, -0.546378, 3.884740, -0.247793
v, -0.507877, 3.958223, -0.284818
v, -0.511827, 4.013968, -0.577093
v, -0.441040, 3.948838, -0.539112
v, -0.518384, 3.639358, -0.440560
v, -0.629623, 3.657220, -0.442385
v, -0.655496, 3.730496, -0.506368
v, -0.740665, 3.677916, -0.568855
v, -0.777326, 3.756779, -0.609303
v, -0.587189, 4.032972, -0.591669
v, -0.556224, 4.020931, -0.644433
v, -0.481743, 4.396366, -0.606673
v, -0.702696, 4.302269, -0.496401
v, -0.672969, 4.239575, -0.553329
v, -0.601420, 3.966410, -0.183325
v, -0.638890, 4.064098, -0.144694
v, -0.524595, 4.164400, -0.203527
v, -0.469345, 3.973593, -0.627359
v, -0.559490, 3.967525, -0.273028
v, -0.611059, 3.796176, -0.211342
v, -0.572227, 3.784094, -0.196791
v, -0.024159, 3.712566, -0.059686
v, -0.140367, 3.924826, -0.073972
v, -0.293579, 3.836275, 0.610121
v, -0.309289, 3.871241, 0.623428
v, -0.323938, 3.759174, 0.631796
v, -0.334914, 3.941573, 0.538677
v, -0.381034, 3.797388, 0.594787
v, -0.308677, 3.418857, 0.611742
v, -0.504878, 3.348594, 0.533190
v, -0.333357, 3.304931, 0.619400
v, -0.271371, 3.912812, 0.542775
v, -0.453625, 3.756312, 0.402210
v, -0.410932, 3.883791, 0.391864
v, -0.396502, 3.764733, 0.404480
v, -0.430851, 3.846568, 0.474405
v, -0.396638, 3.758844, 0.511317
v, -0.341769, 4.028582, 0.409959
v, -0.374361, 4.068722, 0.408331
v, -0.404424, 3.693480, 0.638003
v, -0.437786, 3.648950, 0.531470
v, -0.354051, 3.989543, 0.454114
v, -0.341841, 4.100042, 0.448917
v, -0.309469, 3.688512, 0.582071
v, -0.320499, 3.615374, 0.616283
v, -0.325764, 3.585761, 0.555208
v, -0.504691, 3.604820, 0.423830
v, -0.518183, 3.468932, 0.499534
v, -0.151174, 3.349874, 0.003325
v, -0.285494, 2.895920, 0.091165
v, -0.324274, 2.904700, 0.182897
v, -0.259463, 2.867669, 0.206311
v, -0.355488, 2.894516, 0.309105
v, -0.581746, 2.762303, 0.232744
v, -0.702142, 2.848941, 0.355656
v, -0.594651, 2.833845, 0.170005
v, -0.605121, 3.130555, 0.058419
v, -0.542251, 3.138150, 0.101768
v, -0.488966, 3.245539, 0.054148
v, -0.526322, 3.360978, 0.044590
v, -0.457899, 3.362451, -0.090411
v, -0.553386, 3.446667, 0.024059
v, -0.464431, 3.190042, 0.039084
v, -0.480044, 3.073888, 0.114674
v, -0.588511, 2.810466, 0.043137
v, -0.593939, 2.815007, -0.083998
v, -0.514955, 2.669707, -0.076305
v, -0.620858, 2.989906, 0.036446
v, -0.530011, 3.007988, 0.123872
v, -0.732943, 2.897943, 0.444230
v, -0.729232, 2.976531, 0.457731
v, -0.800193, 3.049738, 0.462859
v, -0.825541, 3.142568, 0.309233
v, -0.740839, 2.966609, 0.296029
v, -0.882471, 3.151003, 0.360037
v, -0.743445, 3.099978, 0.403650
v, -0.652965, 2.949312, 0.406978
v, -0.722401, 3.018184, 0.322509
v, -0.581250, 2.857844, 0.222884
v, -0.565829, 2.890361, 0.140288
v, -0.592886, 3.533180, 0.029597
v, -0.677420, 3.637185, -0.020537
v, -0.857052, 3.191088, 0.460903
v, -0.208249, 2.922451, 0.493447
v, -0.347107, 2.909819, 0.439101
v, -0.283621, 3.032454, 0.503087
v, -0.325398, 3.467391, 0.627087
v, -0.409630, 3.603842, 0.650232
v, -0.306884, 3.285817, 0.515531
v, -0.262026, 2.740259, 0.542279
v, -0.287453, 2.681266, 0.719035
v, -0.308519, 2.789343, 0.765933
v, -0.313367, 2.688821, 0.660896
v, -0.274457, 2.599403, 0.642986
v, -0.258173, 2.768358, 0.759730
v, -0.211255, 2.620086, 0.352123
v, -0.261246, 2.753483, 0.321450
v, -0.235388, 2.623843, 0.443676
v, -0.276410, 2.887760, 0.730152
v, -0.238845, 2.808581, 0.453879
v, -0.248036, 2.813479, 0.335434
v, -0.279225, 2.859110, 0.325306
v, -0.307585, 2.728686, 0.501878
v, -0.234479, 2.825121, 0.513094
v, -0.283615, 2.557860, 0.436863
v, -0.282812, 2.494794, 0.514507
v, -0.278209, 2.658630, 0.555568
v, -0.495405, 2.644745, 0.212931
v, -0.441020, 2.496707, 0.205116
v, -0.469204, 2.422316, 0.305027
v, -0.355712, 2.781087, 0.384975
v, -0.342479, 2.856014, 0.354857
v, -0.294868, 1.487906, 0.426576
v, -0.156921, 1.593465, 0.447087
v, -0.153037, 2.472420, 0.435646
v, -0.177299, 2.470658, 0.349218
v, -0.255181, 2.242270, 0.295915
v, -0.358850, 2.694656, 0.381156
v, -0.562587, 2.645447, 0.424355
v, -0.428880, 2.565580, 0.356083
v, -0.502836, 2.534246, 0.385066
v, -0.508769, 2.632113, 0.410345
v, -0.497721, 2.717829, 0.357645
v, -0.264774, 2.249178, 0.250241
v, -0.265708, 2.388616, 0.293671
v, -0.313854, 2.560254, 0.606549
v, -0.242944, 2.475846, 0.537986
v, -0.235940, 2.071045, 0.267588
v, -0.343893, 2.428151, 0.315986
v, -0.416936, 2.384350, 0.182340
v, -0.505625, 1.057180, 0.173845
v, -0.385711, 1.128103, 0.353763
v, -0.432211, 2.880949, 0.167424
v, -0.491030, 2.878169, 0.201037
v, -0.500716, 2.483304, -0.020190
v, -0.453684, 2.274594, -0.041191
v, -0.509825, 2.398028, 0.082522
v, -0.541824, 2.661368, 0.015508
v, -0.547824, 2.518008, 0.059602
v, -0.235856, 2.810727, 0.233743
v, -0.296204, 2.683289, 0.257915
v, -0.227735, 1.791399, 0.274928
v, -0.229850, 1.936644, 0.301424
v, -0.338069, 1.964166, 0.170176
v, -0.364095, 2.022580, -0.000375
v, -0.379468, 1.958276, 0.063724
v, -0.273858, 2.362099, 0.071862
v, -0.218032, 2.335224, 0.091291
v, -0.286028, 2.438471, 0.149186
v, -0.201520, 2.323363, 0.197957
v, -0.531889, 1.326699, 0.082088
v, -0.552474, 1.186036, -0.064952
v, -0.547077, 1.042360, 0.046219
v, -0.331624, 1.795403, -0.227428
v, -0.287156, 1.867097, -0.307251
v, -0.341703, 1.779290, 0.143279
v, -0.434560, 1.658292, -0.014569
v, -0.514985, 1.518854, -0.060759
v, -0.489176, 1.593024, 0.070878
v, -0.395727, 1.949153, -0.015556
v, -0.348866, 1.929557, -0.254763
v, -0.425161, 2.363764, -0.082064
v, -0.372430, 1.805821, 0.030574
v, -0.336804, 2.141940, -0.324450
v, -0.374159, 2.189938, -0.426843
v, -0.370722, 2.254517, -0.387035
v, -0.439294, 2.196241, 0.046979
v, -0.542333, 1.403181, -0.008706
v, -0.485757, 1.552114, 0.161062
v, -0.716043, 2.215161, -0.784970
v, -0.684982, 2.195112, -0.853856
v, -0.659558, 2.155440, -0.749489
v, -0.153515, 2.274470, -0.263131
v, -0.103951, 2.249398, -0.321567
v, -0.147329, 2.253141, -0.292465
v, -0.397283, 2.101195, -0.296271
v, -0.397832, 2.120157, -0.363116
v, -0.167180, 2.007567, -0.318873
v, -0.059108, 2.000769, -0.266378
v, -0.311962, 1.946607, -0.327501
v, -0.217483, 1.916649, -0.400249
v, -0.143756, 2.069683, -0.122212
v, -0.104777, 2.057106, -0.142069
v, -0.130081, 2.093063, -0.154627
v, -0.168329, 2.086113, -0.303255
v, -0.179963, 2.238142, 0.061157
v, -0.178992, 2.160724, -0.109144
v, -0.374554, 3.158916, -0.139787
v, -0.411361, 3.256933, -0.201820
v, -0.136085, 3.608768, -0.540571
v, -0.076376, 3.267116, -0.447558
v, -0.072115, 3.365657, -0.427249
v, -0.062757, 3.414494, -0.501807
v, -0.147067, 3.421388, -0.028370
v, -0.173525, 3.457593, 0.001802
v, -0.242856, 2.859963, -0.001206
v, -0.251682, 2.788903, -0.027587
v, -0.338970, 2.925850, -0.015901
v, -0.262517, 2.453292, 0.009937
v, -0.278996, 2.391643, -0.013308
v, -0.256094, 2.498124, -0.022769
v, -0.475293, 2.615008, -0.186043
v, -0.428735, 2.656510, -0.069209
v, -0.442972, 2.494436, -0.178013
v, -0.435591, 2.055427, -0.186812
v, -0.507524, 2.137207, -0.281532
v, -0.363732, 2.578487, -0.067834
v, -0.318851, 2.554186, -0.038507
v, -0.472325, 2.697958, -0.120762
v, -0.484860, 3.546240, -0.086132
v, -0.512559, 3.642524, -0.083670
v, -0.520968, 3.636881, -0.042572
v, -0.451850, 3.398972, -0.165461
v, -0.522970, 3.435176, -0.181247
v, -0.469485, 3.449997, -0.132607
v, -0.650842, 3.122312, -0.046474
v, -0.596799, 3.036197, -0.106789
v, -0.608023, 2.923552, -0.073481
v, -0.523302, 2.884031, -0.145921
v, -0.486156, 2.979682, -0.140266
v, -0.384857, 2.927212, -0.079305
v, -0.661020, 3.082048, -0.138772
v, -0.633134, 2.955408, -0.262674
v, -0.659308, 2.885118, -0.199498
v, -0.812591, 3.400733, -0.221470
v, -0.895694, 3.356066, -0.220888
v, -0.516394, 3.494196, -0.430068
v, -0.496201, 3.542675, -0.345309
v, -0.443353, 3.466592, -0.293036
v, -0.509235, 3.619405, -0.494483
v, -0.581868, 3.480408, -0.409331
v, -0.598610, 3.617245, -0.482192
v, -0.560625, 3.523218, -0.362324
v, -0.526673, 3.246062, -0.325362
v, -0.606728, 3.324265, -0.434923
v, -0.523585, 3.354235, -0.376958
